주용도코드명,대지위치
주거지,세종특별자치시  금남면 발산리 14번지
주거지,세종특별자치시  금남면 발산리 17번지
주거지,세종특별자치시  금남면 발산리 17-2번지
주거지,세종특별자치시  금남면 발산리 18번지
주거지,세종특별자치시  금남면 발산리 18번지
주거지,세종특별자치시  금남면 감성리 5번지
주거지,세종특별자치시  금남면 감성리 5-2번지
주거지,세종특별자치시  금남면 감성리 6번지
주거지,세종특별자치시  금남면 감성리 6-1번지
주거지,세종특별자치시  금남면 감성리 8-1번지
주거지,세종특별자치시  금남면 감성리 8-1번지
농축산업시설,세종특별자치시  금남면 감성리 8-2번지
주거지,세종특별자치시  금남면 감성리 8-2번지
주거지,세종특별자치시  금남면 감성리 8-7번지
주거지,세종특별자치시  금남면 감성리 8-11번지
님비시설,세종특별자치시  금남면 두만리 7-7번지
님비시설,세종특별자치시  금남면 두만리 7-7번지
주거지,세종특별자치시  금남면 두만리 11-3번지
편의시설,세종특별자치시  금남면 두만리 37-1번지
생산시설,세종특별자치시  금남면 두만리 37-6번지
창고시설,세종특별자치시  금남면 두만리 87번지
주거지,세종특별자치시  금남면 두만리 87번지
주거지,세종특별자치시  금남면 두만리 89-3번지
주거지,세종특별자치시  금남면 두만리 91-3번지
주거지,세종특별자치시  금남면 두만리 93-2번지
농축산업시설,세종특별자치시  금남면 용담리 11-1번지
농축산업시설,세종특별자치시  금남면 용담리 11-1번지
농축산업시설,세종특별자치시  금남면 용담리 11-1번지
농축산업시설,세종특별자치시  금남면 용담리 11-1번지
농축산업시설,세종특별자치시  금남면 용담리 30번지
주거지,세종특별자치시  금남면 용담리 31번지
창고시설,세종특별자치시  금남면 용담리 57번지
편의시설,세종특별자치시  금남면 용담리 84번지
주거지,세종특별자치시  금남면 용담리 84번지
주거지,세종특별자치시  금남면 용담리 88-1번지
주거지,세종특별자치시  금남면 축산리 16-2번지
농축산업시설,세종특별자치시  금남면 축산리 18-6번지
주거지,세종특별자치시  금남면 축산리 20-7번지
창고시설,세종특별자치시  금남면 축산리 25-1번지
편의시설,세종특별자치시  금남면 축산리 25-1번지
주거지,세종특별자치시  금남면 축산리 30번지
주거지,세종특별자치시  금남면 축산리 33번지
주거지,세종특별자치시  금남면 축산리 37-5번지
주거지,세종특별자치시  금남면 축산리 39-1번지
님비시설,세종특별자치시  금남면 축산리 39-14번지
주거지,세종특별자치시  금남면 금천리 1-1번지
주거지,세종특별자치시  금남면 금천리 13번지
주거지,세종특별자치시  금남면 금천리 19번지
주거지,세종특별자치시  금남면 금천리 19번지
주거지,세종특별자치시  금남면 금천리 21번지
주거지,세종특별자치시  금남면 금천리 21번지
주거지,세종특별자치시  금남면 금천리 22번지
주거지,세종특별자치시  금남면 금천리 25번지
주거지,세종특별자치시  금남면 금천리 25번지
주거지,세종특별자치시  금남면 금천리 25번지
주거지,세종특별자치시  금남면 영치리 26-2번지
주거지,세종특별자치시  금남면 영치리 42-2번지
창고시설,세종특별자치시  금남면 영치리 60번지
창고시설,세종특별자치시  금남면 영치리 64번지
창고시설,세종특별자치시  금남면 영치리 83번지
주거지,세종특별자치시  금남면 영치리 88번지
창고시설,세종특별자치시  금남면 영치리 95번지
창고시설,세종특별자치시  금남면 영치리 96-5번지
주거지,세종특별자치시  금남면 영치리 99-3번지
주거지,세종특별자치시  금남면 영치리 100-1번지
주거지,세종특별자치시  금남면 남곡리 10번지
주거지,세종특별자치시  금남면 남곡리 47-2번지
농축산업시설,세종특별자치시  금남면 남곡리 61번지
농축산업시설,세종특별자치시  금남면 남곡리 65번지
주거지,세종특별자치시  금남면 남곡리 66-1번지
주거지,세종특별자치시  금남면 남곡리 66-1번지
주거지,세종특별자치시  금남면 남곡리 66-2번지
주거지,세종특별자치시  금남면 남곡리 66-2번지
주거지,세종특별자치시  금남면 남곡리 66-4번지
편의시설,세종특별자치시  금남면 남곡리 74번지
생산시설,세종특별자치시  금남면 황용리 2-1번지
생산시설,세종특별자치시  금남면 황용리 2-1번지
창고시설,세종특별자치시  금남면 황용리 2-1번지
생산시설,세종특별자치시  금남면 황용리 2-1번지
생산시설,세종특별자치시  금남면 황용리 2-1번지
생산시설,세종특별자치시  금남면 황용리 2-1번지
주거지,세종특별자치시  금남면 황용리 4번지
편의시설,세종특별자치시  금남면 황용리 4-1번지
주거지,세종특별자치시  금남면 황용리 4-2번지
편의시설,세종특별자치시  금남면 황용리 4-2번지
주거지,세종특별자치시  금남면 영대리 38-1번지
창고시설,세종특별자치시  금남면 영대리 62-9번지
주거지,세종특별자치시  금남면 영대리 67-2번지
주거지,세종특별자치시  금남면 영대리 75-1번지
주거지,세종특별자치시  금남면 영대리 137-1번지
주거지,세종특별자치시  금남면 영대리 144번지
주거지,세종특별자치시  금남면 영대리 144번지
편의시설,세종특별자치시  금남면 영대리 144번지
농축산업시설,세종특별자치시  금남면 영대리 157번지
주거지,세종특별자치시  금남면 영대리 157-1번지
창고시설,세종특별자치시  금남면 달전리 1번지
주거지,세종특별자치시  금남면 달전리 11-2번지
주거지,세종특별자치시  금남면 달전리 11-2번지
창고시설,세종특별자치시  금남면 달전리 11-2번지
주거지,세종특별자치시  금남면 달전리 15번지
주거지,세종특별자치시  금남면 달전리 16번지
주거지,세종특별자치시  금남면 달전리 16번지
창고시설,세종특별자치시  금남면 달전리 23-1번지
주거지,세종특별자치시  금남면 달전리 23-2번지
주거지,세종특별자치시  금남면 달전리 27번지
창고시설,세종특별자치시  금남면 박산리 11-1번지
주거지,세종특별자치시  금남면 박산리 21-3번지
주거지,세종특별자치시  금남면 박산리 22-1번지
농축산업시설,세종특별자치시  금남면 박산리 22-2번지
주거지,세종특별자치시  금남면 박산리 23-1번지
주거지,세종특별자치시  금남면 박산리 28-1번지
주거지,세종특별자치시  금남면 박산리 28-3번지
주거지,세종특별자치시  금남면 박산리 28-4번지
주거지,세종특별자치시  금남면 박산리 28-5번지
주거지,세종특별자치시  금남면 박산리 29-1번지
편의시설,세종특별자치시  금남면 대박리 3-1번지
편의시설,세종특별자치시  금남면 대박리 3-1번지
편의시설,세종특별자치시  금남면 대박리 3-1번지
편의시설,세종특별자치시  금남면 대박리 3-1번지
편의시설,세종특별자치시  금남면 대박리 3-1번지
편의시설,세종특별자치시  금남면 대박리 19번지
편의시설,세종특별자치시  금남면 대박리 19-1번지
생산시설,세종특별자치시  금남면 대박리 26번지
생산시설,세종특별자치시  금남면 대박리 26번지
생산시설,세종특별자치시  금남면 대박리 26번지
주거지,세종특별자치시  금남면 부용리 6번지
주거지,세종특별자치시  금남면 부용리 27번지
주거지,세종특별자치시  금남면 부용리 41번지
편의시설,세종특별자치시  금남면 부용리 41-2번지
편의시설,세종특별자치시  금남면 부용리 43번지
주거지,세종특별자치시  금남면 부용리 59번지
주거지,세종특별자치시  금남면 부용리 64-3번지
주거지,세종특별자치시  금남면 부용리 74-1번지
편의시설,세종특별자치시  금남면 부용리 76번지
주거지,세종특별자치시  금남면 부용리 81-1번지
편의시설,세종특별자치시  금남면 장재리 82-9번지
편의시설,세종특별자치시  금남면 장재리 100번지
편의시설,세종특별자치시  금남면 장재리 100번지
창고시설,세종특별자치시  금남면 장재리 100-1번지
주거지,세종특별자치시  금남면 장재리 109번지
농축산업시설,세종특별자치시  금남면 장재리 109-2번지
농축산업시설,세종특별자치시  금남면 장재리 109-2번지
주거지,세종특별자치시  금남면 장재리 110-5번지
주거지,세종특별자치시  금남면 장재리 117-3번지
주거지,세종특별자치시  금남면 장재리 170-1번지
교육연구시설,세종특별자치시  금남면 호탄리 53-4번지
교육연구시설,세종특별자치시  금남면 호탄리 53-4번지
교육연구시설,세종특별자치시  금남면 호탄리 53-4번지
창고시설,세종특별자치시  금남면 호탄리 57-2번지
창고시설,세종특별자치시  금남면 호탄리 78-4번지
편의시설,세종특별자치시  금남면 호탄리 79-3번지
창고시설,세종특별자치시  금남면 호탄리 79-4번지
창고시설,세종특별자치시  금남면 호탄리 80-1번지
주거지,세종특별자치시  금남면 호탄리 81-2번지
주거지,세종특별자치시  금남면 호탄리 95번지
주거지,세종특별자치시  금남면 신촌리 16번지
주거지,세종특별자치시  금남면 신촌리 22번지
주거지,세종특별자치시  금남면 신촌리 22-2번지
주거지,세종특별자치시  금남면 신촌리 22-2번지
주거지,세종특별자치시  금남면 신촌리 25번지
주거지,세종특별자치시  금남면 신촌리 25번지
창고시설,세종특별자치시  금남면 신촌리 26번지
주거지,세종특별자치시  금남면 신촌리 26-1번지
주거지,세종특별자치시  금남면 신촌리 27-1번지
주거지,세종특별자치시  금남면 신촌리 27-2번지
창고시설,세종특별자치시  금남면 도암리 88-1번지
창고시설,세종특별자치시  금남면 도암리 88-1번지
창고시설,세종특별자치시  금남면 도암리 92번지
창고시설,세종특별자치시  금남면 도암리 92번지
창고시설,세종특별자치시  금남면 도암리 92번지
창고시설,세종특별자치시  금남면 도암리 97-3번지
창고시설,세종특별자치시  금남면 도암리 97-3번지
주거지,세종특별자치시  금남면 도암리 99-5번지
주거지,세종특별자치시  금남면 도암리 99-5번지
편의시설,세종특별자치시  금남면 도암리 101-1번지
창고시설,세종특별자치시  금남면 성덕리 12번지
편의시설,세종특별자치시  금남면 성덕리 36-1번지
주거지,세종특별자치시  금남면 성덕리 49번지
농축산업시설,세종특별자치시  금남면 성덕리 53번지
농축산업시설,세종특별자치시  금남면 성덕리 53번지
주거지,세종특별자치시  금남면 성덕리 55번지
주거지,세종특별자치시  금남면 성덕리 81번지
농축산업시설,세종특별자치시  금남면 성덕리 85번지
농축산업시설,세종특별자치시  금남면 성덕리 85번지
농축산업시설,세종특별자치시  금남면 성덕리 85번지
주거지,세종특별자치시  금남면 영곡리 1-1번지
생산시설,세종특별자치시  금남면 영곡리 8번지
편의시설,세종특별자치시  금남면 영곡리 12번지
편의시설,세종특별자치시  금남면 영곡리 13번지
주거지,세종특별자치시  금남면 영곡리 14번지
편의시설,세종특별자치시  금남면 영곡리 14-2번지
주거지,세종특별자치시  금남면 영곡리 18-1번지
편의시설,세종특별자치시  금남면 영곡리 18-1번지
편의시설,세종특별자치시  금남면 영곡리 18-1번지
편의시설,세종특별자치시  금남면 영곡리 18-2번지
주거지,세종특별자치시  금남면 성강리 3번지
주거지,세종특별자치시  금남면 성강리 18번지
주거지,세종특별자치시  금남면 성강리 19번지
농축산업시설,세종특별자치시  금남면 성강리 22번지
편의시설,세종특별자치시  금남면 성강리 22-2번지
편의시설,세종특별자치시  금남면 성강리 22-2번지
주거지,세종특별자치시  금남면 성강리 35-1번지
주거지,세종특별자치시  금남면 성강리 37번지
창고시설,세종특별자치시  금남면 성강리 38번지
주거지,세종특별자치시  금남면 성강리 38번지
주거지,세종특별자치시  금남면 봉암리 8번지
농축산업시설,세종특별자치시  금남면 봉암리 31-1번지
농축산업시설,세종특별자치시  금남면 봉암리 31-1번지
주거지,세종특별자치시  금남면 봉암리 69번지
편의시설,세종특별자치시  금남면 봉암리 69번지
주거지,세종특별자치시  금남면 봉암리 74-1번지
주거지,세종특별자치시  금남면 봉암리 75번지
주거지,세종특별자치시  금남면 봉암리 76번지
주거지,세종특별자치시  금남면 봉암리 78번지
주거지,세종특별자치시  금남면 봉암리 80번지
편의시설,세종특별자치시  금남면 국곡리 15-3번지
주거지,세종특별자치시  금남면 국곡리 18번지
주거지,세종특별자치시  금남면 국곡리 19번지
주거지,세종특별자치시  금남면 국곡리 20번지
주거지,세종특별자치시  금남면 국곡리 20-3번지
주거지,세종특별자치시  금남면 국곡리 21-1번지
주거지,세종특별자치시  금남면 국곡리 21-2번지
주거지,세종특별자치시  금남면 국곡리 21-5번지
주거지,세종특별자치시  금남면 국곡리 22번지
주거지,세종특별자치시  금남면 국곡리 27번지
농축산업시설,세종특별자치시  금남면 원봉리 24-1번지
생산시설,세종특별자치시  금남면 원봉리 34번지
생산시설,세종특별자치시  금남면 원봉리 34번지
주거지,세종특별자치시  금남면 원봉리 36번지
편의시설,세종특별자치시  금남면 원봉리 38-1번지
주거지,세종특별자치시  금남면 원봉리 38-2번지
주거지,세종특별자치시  금남면 원봉리 38-2번지
주거지,세종특별자치시  금남면 원봉리 38-5번지
주거지,세종특별자치시  금남면 원봉리 44-1번지
주거지,세종특별자치시  금남면 원봉리 45번지
주거지,세종특별자치시  금남면 도남리 2-6번지
주거지,세종특별자치시  금남면 도남리 2-7번지
생산시설,세종특별자치시  금남면 도남리 4-1번지
생산시설,세종특별자치시  금남면 도남리 4-1번지
편의시설,세종특별자치시  금남면 도남리 4-4번지
편의시설,세종특별자치시  금남면 도남리 4-4번지
주거지,세종특별자치시  금남면 도남리 4-10번지
주거지,세종특별자치시  금남면 도남리 4-10번지
편의시설,세종특별자치시  금남면 도남리 4-12번지
창고시설,세종특별자치시  금남면 도남리 5-1번지
편의시설,세종특별자치시  장군면 도계리 6-1번지
편의시설,세종특별자치시  장군면 도계리 6-3번지
주거지,세종특별자치시  장군면 도계리 6-5번지
편의시설,세종특별자치시  장군면 도계리 8-1번지
창고시설,세종특별자치시  장군면 도계리 8-1번지
창고시설,세종특별자치시  장군면 도계리 8-1번지
창고시설,세종특별자치시  장군면 도계리 8-1번지
주거지,세종특별자치시  장군면 도계리 11번지
편의시설,세종특별자치시  장군면 도계리 15번지
편의시설,세종특별자치시  장군면 도계리 15번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
생산시설,세종특별자치시  장군면 평기리 10번지
주거지,세종특별자치시  장군면 대교리 2-1번지
주거지,세종특별자치시  장군면 대교리 5번지
주거지,세종특별자치시  장군면 대교리 9번지
주거지,세종특별자치시  장군면 대교리 10번지
주거지,세종특별자치시  장군면 대교리 20번지
주거지,세종특별자치시  장군면 대교리 39번지
주거지,세종특별자치시  장군면 대교리 40-4번지
주거지,세종특별자치시  장군면 대교리 44번지
주거지,세종특별자치시  장군면 대교리 44번지
주거지,세종특별자치시  장군면 대교리 46-1번지
창고시설,세종특별자치시  장군면 봉안리 1번지
창고시설,세종특별자치시  장군면 봉안리 1번지
창고시설,세종특별자치시  장군면 봉안리 1번지
창고시설,세종특별자치시  장군면 봉안리 1번지
창고시설,세종특별자치시  장군면 봉안리 1번지
창고시설,세종특별자치시  장군면 봉안리 2-1번지
농축산업시설,세종특별자치시  장군면 봉안리 2-1번지
주거지,세종특별자치시  장군면 봉안리 2-9번지
주거지,세종특별자치시  장군면 봉안리 22-1번지
주거지,세종특별자치시  장군면 봉안리 22-20번지
창고시설,세종특별자치시  장군면 금암리 22-2번지
주거지,세종특별자치시  장군면 금암리 32번지
농축산업시설,세종특별자치시  장군면 금암리 39번지
농축산업시설,세종특별자치시  장군면 금암리 40번지
농축산업시설,세종특별자치시  장군면 금암리 40번지
농축산업시설,세종특별자치시  장군면 금암리 44번지
농축산업시설,세종특별자치시  장군면 금암리 44번지
농축산업시설,세종특별자치시  장군면 금암리 44번지
농축산업시설,세종특별자치시  장군면 금암리 44번지
농축산업시설,세종특별자치시  장군면 금암리 44번지
주거지,세종특별자치시  장군면 하봉리 1번지
주거지,세종특별자치시  장군면 하봉리 1-4번지
주거지,세종특별자치시  장군면 하봉리 1-4번지
주거지,세종특별자치시  장군면 하봉리 1-5번지
창고시설,세종특별자치시  장군면 하봉리 3번지
창고시설,세종특별자치시  장군면 하봉리 3번지
주거지,세종특별자치시  장군면 하봉리 8번지
농축산업시설,세종특별자치시  장군면 하봉리 8번지
주거지,세종특별자치시  장군면 하봉리 8번지
주거지,세종특별자치시  장군면 하봉리 9번지
주거지,세종특별자치시  장군면 은용리 1-1번지
농축산업시설,세종특별자치시  장군면 은용리 1-6번지
농축산업시설,세종특별자치시  장군면 은용리 1-6번지
농축산업시설,세종특별자치시  장군면 은용리 1-6번지
농축산업시설,세종특별자치시  장군면 은용리 1-6번지
농축산업시설,세종특별자치시  장군면 은용리 8-1번지
농축산업시설,세종특별자치시  장군면 은용리 8-1번지
농축산업시설,세종특별자치시  장군면 은용리 8-1번지
주거지,세종특별자치시  장군면 은용리 11-4번지
농축산업시설,세종특별자치시  장군면 은용리 11-6번지
편의시설,세종특별자치시  장군면 산학리 7번지
편의시설,세종특별자치시  장군면 산학리 7번지
주거지,세종특별자치시  장군면 산학리 7-5번지
편의시설,세종특별자치시  장군면 산학리 7-11번지
편의시설,세종특별자치시  장군면 산학리 8-1번지
생산시설,세종특별자치시  장군면 산학리 11-5번지
생산시설,세종특별자치시  장군면 산학리 11-5번지
생산시설,세종특별자치시  장군면 산학리 12번지
농축산업시설,세종특별자치시  장군면 산학리 12-3번지
주거지,세종특별자치시  장군면 산학리 15-1번지
주거지,세종특별자치시  장군면 송문리 7번지
농축산업시설,세종특별자치시  장군면 송문리 7-2번지
창고시설,세종특별자치시  장군면 송문리 13번지
농축산업시설,세종특별자치시  장군면 송문리 16-2번지
창고시설,세종특별자치시  장군면 송문리 16-2번지
창고시설,세종특별자치시  장군면 송문리 16-2번지
농축산업시설,세종특별자치시  장군면 송문리 16-2번지
주거지,세종특별자치시  장군면 송문리 18-3번지
주거지,세종특별자치시  장군면 송문리 18-3번지
주거지,세종특별자치시  장군면 송문리 19-13번지
주거지,세종특별자치시  장군면 송정리 24-9번지
주거지,세종특별자치시  장군면 송정리 38-2번지
주거지,세종특별자치시  장군면 송정리 38-4번지
주거지,세종특별자치시  장군면 송정리 40-1번지
주거지,세종특별자치시  장군면 송정리 40-1번지
주거지,세종특별자치시  장군면 송정리 40-1번지
창고시설,세종특별자치시  장군면 송정리 41-2번지
편의시설,세종특별자치시  장군면 송정리 96-7번지
편의시설,세종특별자치시  장군면 송정리 494번지
주거지,세종특별자치시  장군면 송정리 494-2번지
편의시설,세종특별자치시  장군면 송학리 48-3번지
편의시설,세종특별자치시  장군면 송학리 48-3번지
편의시설,세종특별자치시  장군면 송학리 48-5번지
편의시설,세종특별자치시  장군면 송학리 48-5번지
님비시설,세종특별자치시  장군면 송학리 49-1번지
주거지,세종특별자치시  장군면 송학리 50-2번지
주거지,세종특별자치시  장군면 송학리 51번지
편의시설,세종특별자치시  장군면 송학리 51번지
주거지,세종특별자치시  장군면 송학리 52번지
편의시설,세종특별자치시  장군면 송학리 55-5번지
창고시설,세종특별자치시  장군면 용현리 19번지
농축산업시설,세종특별자치시  장군면 용현리 19-2번지
농축산업시설,세종특별자치시  장군면 용현리 19-2번지
농축산업시설,세종특별자치시  장군면 용현리 19-3번지
생산시설,세종특별자치시  장군면 용현리 29번지
편의시설,세종특별자치시  장군면 용현리 31번지
주거지,세종특별자치시  장군면 용현리 50번지
농축산업시설,세종특별자치시  장군면 용현리 50-1번지
주거지,세종특별자치시  장군면 용현리 51번지
주거지,세종특별자치시  장군면 용암리 14번지
주거지,세종특별자치시  장군면 용암리 14번지
주거지,세종특별자치시  장군면 용암리 14번지
창고시설,세종특별자치시  장군면 용암리 15번지
주거지,세종특별자치시  장군면 용암리 19번지
주거지,세종특별자치시  장군면 용암리 20번지
주거지,세종특별자치시  장군면 용암리 23번지
주거지,세종특별자치시  장군면 용암리 23번지
주거지,세종특별자치시  장군면 용암리 24번지
주거지,세종특별자치시  장군면 용암리 24번지
주거지,세종특별자치시  장군면 태산리 4번지
주거지,세종특별자치시  장군면 태산리 4번지
편의시설,세종특별자치시  장군면 태산리 4번지
농축산업시설,세종특별자치시  장군면 태산리 23번지
주거지,세종특별자치시  장군면 태산리 47번지
주거지,세종특별자치시  장군면 태산리 48번지
주거지,세종특별자치시  장군면 태산리 49번지
주거지,세종특별자치시  장군면 태산리 49-2번지
주거지,세종특별자치시  장군면 태산리 55번지
주거지,세종특별자치시  장군면 태산리 55번지
주거지,세종특별자치시  연서면 월하리 13-9번지
주거지,세종특별자치시  연서면 월하리 14-3번지
주거지,세종특별자치시  연서면 월하리 14-3번지
주거지,세종특별자치시  연서면 월하리 14-4번지
주거지,세종특별자치시  연서면 월하리 14-5번지
주거지,세종특별자치시  연서면 월하리 15-1번지
주거지,세종특별자치시  연서면 월하리 15-2번지
주거지,세종특별자치시  연서면 월하리 16번지
주거지,세종특별자치시  연서면 월하리 16번지
주거지,세종특별자치시  연서면 월하리 16번지
편의시설,세종특별자치시  연서면 쌍전리 15-1번지
편의시설,세종특별자치시  연서면 쌍전리 15-4번지
교육연구시설,세종특별자치시  연서면 쌍전리 16번지
생산시설,세종특별자치시  연서면 쌍전리 16번지
편의시설,세종특별자치시  연서면 쌍전리 16번지
생산시설,세종특별자치시  연서면 쌍전리 16번지
농축산업시설,세종특별자치시  연서면 쌍전리 16번지
창고시설,세종특별자치시  연서면 쌍전리 72-1번지
창고시설,세종특별자치시  연서면 쌍전리 74-1번지
농축산업시설,세종특별자치시  연서면 쌍전리 76번지
창고시설,세종특별자치시  연서면 성제리 16-2번지
창고시설,세종특별자치시  연서면 성제리 44번지
주거지,세종특별자치시  연서면 성제리 56-2번지
주거지,세종특별자치시  연서면 성제리 60번지
주거지,세종특별자치시  연서면 성제리 62번지
농축산업시설,세종특별자치시  연서면 성제리 63-1번지
주거지,세종특별자치시  연서면 성제리 64번지
주거지,세종특별자치시  연서면 성제리 64번지
주거지,세종특별자치시  연서면 성제리 64-1번지
주거지,세종특별자치시  연서면 성제리 65번지
주거지,세종특별자치시  연서면 고복리 3-1번지
주거지,세종특별자치시  연서면 고복리 11번지
주거지,세종특별자치시  연서면 고복리 11번지
편의시설,세종특별자치시  연서면 고복리 11번지
주거지,세종특별자치시  연서면 고복리 11-3번지
주거지,세종특별자치시  연서면 고복리 11-3번지
주거지,세종특별자치시  연서면 고복리 11-3번지
주거지,세종특별자치시  연서면 고복리 11-6번지
주거지,세종특별자치시  연서면 고복리 11-12번지
주거지,세종특별자치시  연서면 고복리 11-16번지
주거지,세종특별자치시  연서면 용암리 25-1번지
편의시설,세종특별자치시  연서면 용암리 25-1번지
편의시설,세종특별자치시  연서면 용암리 25-4번지
주거지,세종특별자치시  연서면 용암리 25-18번지
창고시설,세종특별자치시  연서면 용암리 25-23번지
주거지,세종특별자치시  연서면 용암리 45-1번지
주거지,세종특별자치시  연서면 용암리 45-3번지
창고시설,세종특별자치시  연서면 용암리 45-20번지
주거지,세종특별자치시  연서면 용암리 45-21번지
편의시설,세종특별자치시  연서면 용암리 45-26번지
님비시설,세종특별자치시  연서면 쌍류리 6-9번지
님비시설,세종특별자치시  연서면 쌍류리 6-10번지
님비시설,세종특별자치시  연서면 쌍류리 9-8번지
님비시설,세종특별자치시  연서면 쌍류리 9-8번지
님비시설,세종특별자치시  연서면 쌍류리 9-8번지
님비시설,세종특별자치시  연서면 쌍류리 9-8번지
편의시설,세종특별자치시  연서면 쌍류리 26-4번지
농축산업시설,세종특별자치시  연서면 쌍류리 36번지
생산시설,세종특별자치시  연서면 쌍류리 40번지
자동차관련시설,세종특별자치시  연서면 쌍류리 40-4번지
농축산업시설,세종특별자치시  연서면 청라리 31-2번지
창고시설,세종특별자치시  연서면 청라리 35번지
주거지,세종특별자치시  연서면 청라리 57번지
주거지,세종특별자치시  연서면 청라리 57번지
주거지,세종특별자치시  연서면 청라리 57번지
주거지,세종특별자치시  연서면 청라리 60-1번지
주거지,세종특별자치시  연서면 청라리 62번지
주거지,세종특별자치시  연서면 청라리 62-1번지
창고시설,세종특별자치시  연서면 청라리 62-2번지
창고시설,세종특별자치시  연서면 청라리 63번지
창고시설,세종특별자치시  연서면 기룡리 6-1번지
주거지,세종특별자치시  연서면 기룡리 15-4번지
창고시설,세종특별자치시  연서면 기룡리 18-1번지
농축산업시설,세종특별자치시  연서면 기룡리 19번지
농축산업시설,세종특별자치시  연서면 기룡리 19번지
농축산업시설,세종특별자치시  연서면 기룡리 22번지
농축산업시설,세종특별자치시  연서면 기룡리 25번지
주거지,세종특별자치시  연서면 기룡리 27-2번지
생산시설,세종특별자치시  연서면 기룡리 38-1번지
편의시설,세종특별자치시  연서면 기룡리 40번지
농축산업시설,세종특별자치시  연서면 신대리 10번지
주거지,세종특별자치시  연서면 신대리 15-5번지
주거지,세종특별자치시  연서면 신대리 17-1번지
농축산업시설,세종특별자치시  연서면 신대리 19-2번지
농축산업시설,세종특별자치시  연서면 신대리 25-2번지
주거지,세종특별자치시  연서면 신대리 27번지
주거지,세종특별자치시  연서면 신대리 28번지
창고시설,세종특별자치시  연서면 신대리 29-1번지
교육연구시설,세종특별자치시  연서면 신대리 33-1번지
교육연구시설,세종특별자치시  연서면 신대리 33-1번지
편의시설,세종특별자치시  연서면 국촌리 2번지
장례시설,세종특별자치시  연서면 국촌리 2번지
생산시설,세종특별자치시  연서면 국촌리 7번지
생산시설,세종특별자치시  연서면 국촌리 7번지
생산시설,세종특별자치시  연서면 국촌리 7번지
생산시설,세종특별자치시  연서면 국촌리 7번지
주거지,세종특별자치시  연서면 국촌리 32-3번지
주거지,세종특별자치시  연서면 국촌리 33번지
농축산업시설,세종특별자치시  연서면 국촌리 37번지
창고시설,세종특별자치시  연서면 국촌리 37-1번지
농축산업시설,세종특별자치시  연서면 와촌리 9번지
농축산업시설,세종특별자치시  연서면 와촌리 9번지
농축산업시설,세종특별자치시  연서면 와촌리 9번지
농축산업시설,세종특별자치시  연서면 와촌리 17-1번지
농축산업시설,세종특별자치시  연서면 와촌리 17-1번지
농축산업시설,세종특별자치시  연서면 와촌리 17-1번지
생산시설,세종특별자치시  연서면 와촌리 18번지
생산시설,세종특별자치시  연서면 와촌리 18번지
생산시설,세종특별자치시  연서면 와촌리 18번지
생산시설,세종특별자치시  연서면 와촌리 22번지
주거지,세종특별자치시  연서면 부동리 5번지
주거지,세종특별자치시  연서면 부동리 5-13번지
주거지,세종특별자치시  연서면 부동리 7-1번지
편의시설,세종특별자치시  연서면 부동리 17-2번지
창고시설,세종특별자치시  연서면 부동리 47번지
주거지,세종특별자치시  연서면 부동리 49번지
주거지,세종특별자치시  연서면 부동리 50-1번지
주거지,세종특별자치시  연서면 부동리 54-1번지
주거지,세종특별자치시  연서면 부동리 54-2번지
농축산업시설,세종특별자치시  연서면 부동리 54-5번지
농축산업시설,세종특별자치시  연서면 봉암리 9번지
농축산업시설,세종특별자치시  연서면 봉암리 9번지
농축산업시설,세종특별자치시  연서면 봉암리 9번지
농축산업시설,세종특별자치시  연서면 봉암리 9번지
농축산업시설,세종특별자치시  연서면 봉암리 9번지
농축산업시설,세종특별자치시  연서면 봉암리 9번지
주거지,세종특별자치시  연서면 봉암리 20-1번지
편의시설,세종특별자치시  연서면 봉암리 43번지
편의시설,세종특별자치시  연서면 봉암리 43-3번지
편의시설,세종특별자치시  연서면 봉암리 43-3번지
주거지,세종특별자치시  전의면 읍내리 1-22번지
주거지,세종특별자치시  전의면 읍내리 1-22번지
주거지,세종특별자치시  전의면 읍내리 2번지
주거지,세종특별자치시  전의면 읍내리 2번지
생산시설,세종특별자치시  전의면 읍내리 2-7번지
주거지,세종특별자치시  전의면 읍내리 4-4번지
주거지,세종특별자치시  전의면 읍내리 4-4번지
편의시설,세종특별자치시  전의면 읍내리 5-1번지
편의시설,세종특별자치시  전의면 읍내리 5-1번지
편의시설,세종특별자치시  전의면 읍내리 5-1번지
주거지,세종특별자치시  전의면 동교리 1-2번지
편의시설,세종특별자치시  전의면 동교리 1-3번지
주거지,세종특별자치시  전의면 동교리 2-4번지
자원순환관련시설,세종특별자치시  전의면 동교리 3-2번지
님비시설,세종특별자치시  전의면 동교리 3-2번지
주거지,세종특별자치시  전의면 동교리 4번지
주거지,세종특별자치시  전의면 동교리 7번지
편의시설,세종특별자치시  전의면 동교리 7-2번지
