index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,WGS84,GRS80
60,환경부(한국자동차환경협회),SW융합기술지원센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,"대구광역시 수성구 알파시티1로 170, 지하주차장 B01",24시간 이용가능,,급속(50kW),,"('35.835417860871', '128.681785806832')","(1106794.2718410238, 1760362.0323523728)"
74,환경부(한국자동차환경협회),㈜정방,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 가창면 가창로607-2,24시간 이용가능,,급속(50kW),,"('35.7676562433854', '128.648693637132')","(1103819.26073069, 1752786.6597794963)"
164,환경부(한국자동차환경협회),강당골 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 봉덕동 1272-18,24시간 이용가능,,급속(50kW),주차요금 별도,"('35.8325986266917', '128.598447820011')","(1099302.1237300679, 1760046.8576255753)"
386,환경부(한국자동차환경협회),계명문화대학교,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,"대구광역시 달서구 달서대로 675, 학생전용주차장 옥상층",06:00~17:00,,급속(50kW),,"('35.8594620298616', '128.486341828526')","(1089223.710219374, 1763050.0369347269)"
580,환경부(한국자동차환경협회),관사정문 주차장,1,DC콤보,대구광역시 ,동구 ,대구광역시 동구 둔산동 934-3,24시간 이용가능,,급속(100kW멀티),,"('35.9022443827031', '128.673336527949')","(1106034.675272436, 1767832.8664235235)"
733,환경부(한국자동차환경협회),구지면사무소,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 창리로 11길 38 ,24시간 이용가능,,급속(50kW),,"('35.6587923600585', '128.41359384741')","(1082683.6116390629, 1740616.282115374)"
737,환경부(한국자동차환경협회),국가물산업클러스터 주차장,11,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 국가산단대로40길 20,24시간 이용가능,,급속(100kW동시),,"('35.6468668083004', '128.420173920421')","(1083275.1651845698, 1739283.071648196)"
913,환경부(한국자동차환경협회),근로복지공단 대구병원,21,DC콤보,대구광역시 ,북구 ,대구광역시 북구 학정로 515,24시간 이용가능,,급속(200kW동시),,"('35.9508260685431', '128.564015033083')","(1096206.5901159486, 1773264.0291394177)"
1118,환경부(한국자동차환경협회),낙동강 레포츠밸리,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 오설리 756,24시간 이용가능,,급속(100kW멀티),,"('35.6720686162659', '128.371552642516')","(1078904.0754894163, 1742100.4938398867)"
1121,환경부(한국자동차환경협회),낙동강물환경연구소,1,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 국가산단대로52길 24-11,"평일 09:00~18:00, 주말 및 공휴일 미개방",,급속(100kW단독),,"('35.6533799606205', '128.422088587815')","(1083447.295232898, 1740011.2059118021)"
1125,환경부(한국자동차환경협회),낙동강승전기념관,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 앞산순환로 574-110,24시간 이용가능,,급속(50kW),,"('35.8271706099814', '128.588788543725')","(1098433.7474788553, 1759440.0354976791)"
1285,환경부(한국자동차환경협회),노원동행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 노원동2가 214,24시간 이용가능,,급속(100kW멀티),,"('35.890172453334', '128.576030472189')","(1097286.7871885465, 1766483.291752231)"
1306,환경부(한국자동차환경협회),논공공단주유소,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 논공읍 비슬로 1048,24시간 이용가능,,급속(50kW),,"('35.7287740796549', '128.432794099071')","(1084409.7288000258, 1748439.8497766096)"
1307,환경부(한국자동차환경협회),논공읍행정복지센터,1,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 논공읍 비슬로 1779,24시간 이용가능,,급속(100kW단독),,"('35.7742727689388', '128.420332954017')","(1083289.4624252548, 1753526.3505965816)"
1308,환경부(한국자동차환경협회),논공휴게소(광주),1,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 논공읍 광주대구고속도로 169,24시간 이용가능,,급속(100kW단독),,"('35.7672966339971', '128.403185255027')","(1081747.8713034175, 1752746.4574466979)"
1312,환경부(한국자동차환경협회),논공휴게소(광주방향),11,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 논공읍 삼리리 471-14,24시간 이용가능,,급속(200kW동시),,"('35.7669116424427', '128.40293091599')","(1081725.0060314282, 1752703.4175286705)"
1314,환경부(한국자동차환경협회),논공휴게소(대구),1,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 논공읍 삼리리 538-2,24시간 이용가능,,급속(100kW단독),,"('35.7651136629959', '128.403087973499')","(1081739.1256203966, 1752502.413410214)"
1318,환경부(한국자동차환경협회),논공휴게소(대구방향),11,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 논공읍 삼리리 543,24시간 이용가능,,급속(200kW동시),,"('35.7643804546845', '128.402215407242')","(1081660.6812532677, 1752420.4447923077)"
1422,환경부(한국자동차환경협회),달서별빛캠프 캠핑장,11,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 달서구 송현동 산56번지,07:00~22:00,,급속(200kW동시),,"('35.8240549187137', '128.556393588056')","(1095521.4164377758, 1759091.7185145444)"
1424,환경부(한국자동차환경협회),달성군 보건소,1,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 현풍읍 하리 253-2,평일 09:00 ~ 18:00 ,,급속(100kW멀티),,"('35.6920788171483', '128.446125354685')","(1085608.218772906, 1744337.523187282)"
1425,환경부(한국자동차환경협회),달성군보건소,1,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 현풍읍 현풍중앙로 27,24시간 이용가능,,급속(100kW단독),,"('35.6920062392667', '128.446210542368')","(1085615.877210104, 1744329.4093831251)"
1426,환경부(한국자동차환경협회),달성군청,21,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 논공읍 금포리 1313대구광역시 달성군 논공읍 금포리 1313,24시간 이용가능,,급속(200kW동시),,"('35.7747537349695', '128.431488237056')","(1084292.330816199, 1753580.119928139)"
1428,환경부(한국자동차환경협회),달성문화원,11,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 현풍면 현풍동로 92,24시간 이용가능,,급속(200kW동시),,"('35.6988821593568', '128.451977455399')","(1086134.32705776, 1745098.0990690652)"
1430,환경부(한국자동차환경협회),달성습지생태학습관,21,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 화원읍 구라1길 88,24시간 이용가능,,급속(200kW동시),,"('35.8166837790687', '128.487055943237')","(1089287.9096725541, 1758267.6660321865)"
1473,환경부(한국자동차환경협회),대구 동촌유원지 서편주차장,41,DC콤보,대구광역시 ,동구 ,대구광역시 동구 효목동 10421042,24시간 이용가능,,급속(100kW단독),,"('35.8816194653154', '128.644837649626')","(1103472.6045345068, 1765527.1151841905)"
1480,환경부(한국자동차환경협회),대구 문화예술회관,11,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 달서구 공원순환로 201,24시간 이용가능,,급속(200kW동시),,"('35.844767410453', '128.558101838528')","(1095674.9894485346, 1761407.26008011)"
1484,환경부(한국자동차환경협회),대구강북경찰서,1,DC콤보,대구광역시 ,북구 ,대구광역시 북구 동암로 130,24시간 이용가능,,급속(100kW단독),,"('35.9434804866511', '128.56513921353')","(1096307.6547892578, 1772442.8338719297)"
1485,환경부(한국자동차환경협회),대구경북첨단의료산업진흥재단,1,DC콤보,대구광역시 ,동구 ,대구광역시 동구 첨복로 80,24시간 이용가능,,급속(100kW단독),,"('35.88012855596', '128.736213469514')","(1111687.3599236822, 1765360.4397968745)"
1488,환경부(한국자동차환경협회),대구광역시청 별관,11,DC콤보,대구광역시 ,북구 ,대구광역시 북구 연암로 40,24시간 이용가능,,급속(200kW동시),,"('35.8920272135627', '128.598409309488')","(1099298.6616048953, 1766690.643646815)"
1492,환경부(한국자동차환경협회),대구교통연수원,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 무학로 203 (무학로 203),24시간 이용가능,,급속(50kW),,"('35.8304726607636', '128.630425148033')","(1102176.909729495, 1759809.1864397298)"
1493,환경부(한국자동차환경협회),대구보건환경연구원,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,"대구광역시 수성구 무학로 215, 민원실 앞",08:00~21:00,,급속(50kW),,"('35.8304179672728', '128.63212396786')","(1102329.63491813, 1759803.0720111572)"
1495,환경부(한국자동차환경협회),대구봉무공원 주차장,41,DC콤보,대구광역시 ,동구 ,대구광역시 동구 봉무동 산 138-5,24시간 이용가능,,급속(100kW단독),,"('35.9201368443459', '128.647272928089')","(1103691.537912096, 1769833.1442831673)"
1501,환경부(한국자동차환경협회),대구수성경찰서,1,DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로 2460,24시간 이용가능,,급속(100kW단독),,"('35.8582712324118', '128.6316214347')","(1102284.4568065759, 1762916.9123920172)"
1502,환경부(한국자동차환경협회),대구스타디움 주차장,41,DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 유니버시아드로180,24시간 이용가능,,급속(100kW단독),,"('35.8297681426809', '128.690163784568')","(1107547.458382512, 1759730.4252300833)"
1508,환경부(한국자동차환경협회),대구시청,1,DC차데모+AC3상+DC콤보,대구광역시 ,중구 ,"대구광역시 중구 국채보상로131길 17, 대구시청 앞 주차장 왼편(동인동2가 2-1)",24시간 이용가능,,급속(50kW),,"('35.870644377115', '128.601806619233')","(1099604.0823230962, 1764300.1612650945)"
1509,환경부(한국자동차환경협회),대구지방합동청사,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 대곡동 1035,24시간 이용가능,,급속(50kW),,"('35.8050031412282', '128.51650504496')","(1091935.4062135634, 1756961.835581055)"
1510,환경부(한국자동차환경협회),대구환경공단 달성사업소,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 현풍면 현풍서로 147,24시간 이용가능,,급속(100kW동시),,"('35.6910871022296', '128.423084388459')","(1083536.818464719, 1744226.6549660976)"
1513,환경부(한국자동차환경협회),대구환경공단 신천사업소,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,"대구광역시 북구 서변동 1290-4, 입구 좌측 주차구역",24시간 이용가능,,급속(50kW),,"('35.9100931717891', '128.595751759615')","(1099059.7458592644, 1768710.317461126)"
1531,환경부(한국자동차환경협회),대명1동 행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,남구 ,대구광역시 남구 두류공원로 38,24시간 이용가능,,급속(100kW멀티),,"('35.8417163055037', '128.573554544811')","(1097064.1994427245, 1761066.1634887424)"
1671,환경부(한국자동차환경협회),도림사 주차장,41,DC콤보,대구광역시 ,동구 ,대구광역시 동구 인산로254,24시간 이용가능,,급속(100kW단독),,"('35.9484911867566', '128.730795394251')","(1111200.2708554768, 1773003.0023206563)"
1698,환경부(한국자동차환경협회),도원동마을공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 도원동 668-10,24시간 이용가능,,급속(100kW멀티),,"('35.8059527830923', '128.547570952744')","(1094728.2548435496, 1757068.0002683562)"
1821,환경부(한국자동차환경협회),두류1·2동1공영주차장,1,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 두류동 1252-4,24시간 이용가능,,급속(100kW단독),,"('35.8556305080035', '128.569661861662')","(1096714.2442804538, 1762621.6940664006)"
1822,환경부(한국자동차환경협회),두류공원관리소,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 공원순환로 216성당휴게소 주차장(성당동 195-11),24시간 이용가능,,급속(50kW),,"('35.8445438360288', '128.561592946367')","(1095988.8426864026, 1761382.2657009326)"
1860,환경부(한국자동차환경협회),롯데렌탈 대구지점,21,DC콤보,대구광역시 ,동구 ,대구광역시 동구 신암남로 127,08:30~20:00,,급속(100kW단독),,"('35.8812251379118', '128.629076922549')","(1102055.7032377322, 1765483.0315700613)"
2127,환경부(한국자동차환경협회),만촌1동주민센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 국채보상로 1001,24시간 이용가능,,급속(50kW),,"('35.8662748323402', '128.640054115689')","(1103042.561211925, 1763811.6704221775)"
2128,환경부(한국자동차환경협회),만평네거리 북편 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 팔달로 105 (팔달로 105),24시간 이용가능,,급속(50kW),,"('35.8898413887461', '128.561073121915')","(1095942.1100746053, 1766446.2805696158)"
2138,환경부(한국자동차환경협회),망우당공원 택시쉼터,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 효동로2길 93 (효동로2길 93),24시간 이용가능,,급속(50kW),,"('35.8761333239412', '128.656235636088')","(1104497.2921469335, 1764913.7950416198)"
2270,환경부(한국자동차환경협회),무학산공원,21,DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 지산동 880-2,24시간 이용가능,,급속(200kW동시),,"('35.8336453159141', '128.629973493912')","(1102136.3056820661, 1760163.8716686561)"
2472,환경부(한국자동차환경협회),범물공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,"대구광역시 수성구 지범로 232, 지하 좌측",8:30~18:30,,급속(50kW),"1시간 무료,2시간 1000원","('35.8184065356684', '128.643357887233')","(1103339.5727750391, 1758460.2606540301)"
2475,환경부(한국자동차환경협회),범어2동 행정복지센터,1,DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 범어동 415-4,24시간 이용가능,,급속(100kW멀티),,"('35.862142480244', '128.631100672474')","(1102237.6398881844, 1763349.6964036608)"
2570,환경부(한국자동차환경협회),복현2동주민센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 복현로8길 16-5,24시간 이용가능,,급속(50kW),,"('35.8953628325238', '128.625489605042')","(1101733.200677871, 1767063.5473248726)"
2686,환경부(한국자동차환경협회),북구구민 운동장,11,DC콤보,대구광역시 ,북구 ,대구광역시 북구 구암로 391,24시간 이용가능,,급속(200kW동시),,"('35.9442722013594', '128.573822714403')","(1097088.3080920787, 1772531.3431801389)"
2688,환경부(한국자동차환경협회),북구유통단지(EXCO),1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,"대구광역시 북구 유통단지로 90,제1주차장 지하3층 14A(산격2동 1676)",08:00~22:00,,급속(50kW),,"('35.8856706679539', '128.582904911877')","(1097904.8045211823, 1765980.0171439375)"
2689,환경부(한국자동차환경협회),북대구세무서,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 침산동 402-3,24시간 이용가능,,급속(100kW멀티),,"('35.8881875884446', '128.583763748177')","(1097982.0145547842, 1766261.394879016)"
2733,환경부(한국자동차환경협회),블루핸즈 현풍현대서비스,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 현풍면 국가산단북로 360,24시간 이용가능,,급속(50kW),,"('35.6651364320338', '128.429764583462')","(1084137.3730531102, 1741325.5141352895)"
2742,환경부(한국자동차환경협회),비슬산 숲속 캠핑장,11,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 유가읍 용리 15-1*,24시간 이용가능,,급속(200kW동시),,"('35.693987587603', '128.505351006188')","(1090932.6496831616, 1744550.913125229)"
3030,환경부(한국자동차환경협회),서구 문화회관,1,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 당산로 403,24시간 이용가능,,급속(100kW멀티),,"('35.8727899586292', '128.545537765991')","(1094545.4698151173, 1764540.0253645456)"
3052,환경부(한국자동차환경협회),서남시장공영주차장,1,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 당산로41길 62,9-22시 이용가능,,급속(100kW단독),9-22시 유료,"('35.8540253963535', '128.544577337831')","(1094459.1265963842, 1762442.2514966833)"
3062,환경부(한국자동차환경협회),서변2공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,"대구광역시 북구 서변동 1792, 입구 좌측",24시간 이용가능,,급속(50kW),"1시간 무료,30분 400원, 초과 10분 200원","('35.9208825690463', '128.597845001645')","(1099247.9299025675, 1769916.5121638638)"
3144,환경부(한국자동차환경협회),서재문화체육센터,11,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 다사읍 다사로 750,24시간 이용가능,,급속(200kW동시),,"('35.8842880355062', '128.503201342317')","(1090739.3932736344, 1765825.4465136703)"
3157,환경부(한국자동차환경협회),서촌공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,"대구광역시 달서구 용산동 507, 입구 우측",24시간 이용가능,,급속(50kW),"1시간 무료,30분 200원, 초과 10분 100원","('35.8625404711293', '128.521118222643')","(1092350.1343799313, 1763394.1895747008)"
3262,환경부(한국자동차환경협회),성명맨션 앞(공중전화부스),1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 신천3동 146-15(신천3동 146-15),24시간 이용가능,,급속(50kW),,"('35.8684529843806', '128.623451083486')","(1101549.9360466094, 1764055.1757256028)"
3289,환경부(한국자동차환경협회),성서국민체육센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 선원로 133 (선원로 133),24시간 이용가능,,급속(50kW),,"('35.861564106564', '128.505852744927')","(1090977.7563756693, 1763285.03743779)"
3458,환경부(한국자동차환경협회),송현주공시장 공영주차장,91,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 송현로 8안길 6,24시간 이용가능,,급속(100kW단독),,"('35.8222739064735', '128.548963272316')","(1094853.4254272073, 1758892.6112355713)"
3484,환경부(한국자동차환경협회),수성생활체육공원,21,DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 지산동 산 136대구광역시 수성구 지산동 산 136,24시간 이용가능,,급속(200kW동시),,"('35.8181599719384', '128.635696632409')","(1102650.8201659743, 1758432.696198118)"
3513,환경부(한국자동차환경협회),수태골 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 용수동 907-1,24시간 이용가능,,급속(50kW),,"('35.9923808908139', '128.681212969514')","(1106742.7733324363, 1777909.627526556)"
3604,환경부(한국자동차환경협회),시지근린공원 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 달구벌대로637길 5주차장 출구 직전(매호동 1330-2),08:00~22:00,,급속(50kW),,"('35.8413617515532', '128.706040295431')","(1108974.7687293075, 1761026.526325819)"
3669,환경부(한국자동차환경협회),신암3동행정복지센터,1,DC콤보,대구광역시 ,동구 ,대구광역시 동구 신암남로 67,24시간 이용가능,,급속(100kW단독),,"('35.8795872936203', '128.623142723542')","(1101522.2142541823, 1765299.9296727797)"
3670,환경부(한국자동차환경협회),신암5동주민센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 아양로37길 92,24시간 이용가능,,급속(50kW),,"('35.8897647544161', '128.633057276959')","(1102413.5401127443, 1766437.7132770517)"
3847,환경부(한국자동차환경협회),안심2동 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,동구 ,대구광역시 동구 용계동 923-3,24시간 이용가능,,급속(100kW멀티),,"('35.8754773015833', '128.68670482196')","(1107236.4950252497, 1764840.4553847227)"
4035,환경부(한국자동차환경협회),연암공원,11,DC콤보,대구광역시 ,북구 ,대구광역시 북구 북구 산격동 산79-13,24시간 이용가능,,급속(200kW동시),,"('35.8982745520707', '128.599883357314')","(1099431.1796204648, 1767389.0614022217)"
4361,환경부(한국자동차환경협회),용산역환승주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,"대구광역시 달서구 장기동 810-4, 입구 좌측",24시간 이용가능,,급속(50kW),"1시간 무료,30분 300원, 초과 10분 150원","('35.8485775404923', '128.529959459931')","(1093144.9683058832, 1761833.2114618777)"
4513,환경부(한국자동차환경협회),웃는얼굴 아트센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,"대구광역시 달서구 문화회관4길 22-7, 건너편 주차장 좌측",24시간 이용가능,,급속(50kW),,"('35.8440445591244', '128.52199820233')","(1092429.2452200311, 1761326.449315371)"
4551,환경부(한국자동차환경협회),원평치안센터(공중전화부스),1,DC차데모+AC3상+DC콤보,대구광역시 ,서구 ,대구광역시 서구 평리3동 729-2(평리3동 729-2),24시간 이용가능,,급속(50kW),,"('35.8759290847908', '128.561306074648')","(1095963.052701672, 1764890.9622386901)"
4552,환경부(한국자동차환경협회),월광수변공원,21,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 도원동 928대구광역시 달서구 도원동 928,24시간 이용가능,,급속(200kW동시),,"('35.7989909238167', '128.54888994566')","(1094846.833305316, 1756289.703058674)"
4623,환경부(한국자동차환경협회),율암동 공영주차장,11,DC콤보,대구광역시 ,동구 ,대구광역시 동구 율암동 524-416 번지,24시간 이용가능,,급속(200kW동시),,"('35.8800083466731', '128.701391348376')","(1108556.8248693151, 1765347.0010660891)"
4652,환경부(한국자동차환경협회),읍내동 행정복지센터,21,DC콤보,대구광역시 ,북구 ,대구광역시 북구 읍내동 660-2,24시간 이용가능,,급속(200kW동시),,"('35.9459895971208', '128.55054215551')","(1094995.3682217298, 1772723.3384900277)"
4677,환경부(한국자동차환경협회),이곡2동주민센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 계대동문로 77,24시간 이용가능,,급속(50kW),,"('35.8557394054449', '128.500724379784')","(1090516.7124665934, 1762633.8681956711)"
4707,환경부(한국자동차환경협회),이마트 성서점,21,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 이곡동로 24,09:30 ~ 23:00,,급속(100kW단독),충전시2시간무료,"('35.8533295916132', '128.510168417539')","(1091365.738610912, 1762364.4643903344)"
5274,환경부(한국자동차환경협회),중앙119 구조본부,11,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 구지면 구지서로1,24시간 이용가능,,급속(200kW동시),,"('35.6620042919128', '128.388753389094')","(1080450.4356295783, 1740975.3582616926)"
5420,환경부(한국자동차환경협회),진천환승공영주차장,11,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 진천동 493-7,24시간 이용가능,,급속(200kW동시),,"('35.8118630480687', '128.523432011902')","(1092558.1457861012, 1757728.7350746081)"
5578,환경부(한국자동차환경협회),청소년수련관공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 상화로 406,24시간 이용가능,,급속(50kW),"1시간 무료,10분 100원","('35.8078863404913', '128.558232924198')","(1095686.7741495138, 1757284.1612490409)"
5756,환경부(한국자동차환경협회),칠곡3지구 공영주차장,41,DC콤보,대구광역시 ,북구 ,대구광역시 북구 구암동 771-2,24시간 이용가능,,급속(400kW동시),,"('35.942313994957', '128.565420174483')","(1096332.9133916504, 1772312.4265777434)"
5785,환경부(한국자동차환경협회),침산3동행정복지센터,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 성북로 55,24시간 이용가능,,급속(100kW멀티),,"('35.8920180350543', '128.589324927156')","(1098481.9687554026, 1766689.6175405418)"
5786,환경부(한국자동차환경협회),침산공원,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,대구광역시 북구 침산동 1192-1,24시간 이용가능,,급속(100kW멀티),,"('35.8959006709628', '128.584212112176')","(1098022.3228177535, 1767123.674675881)"
5922,환경부(한국자동차환경협회),팔달신시장공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,북구 ,"대구광역시 북구 노원로 32, 입구 좌측",24시간 이용가능,,급속(50kW),"1시간 무료,30분 300원, 초과 10분 150원","('35.8915613456346', '128.566488653739')","(1096428.9704857168, 1766638.5621992927)"
6186,환경부(한국자동차환경협회),한국도로공사 북대구영업소,21,DC콤보,대구광역시 ,북구 ,대구광역시 북구 서변남로 121,24시간 이용가능,,급속(200kW동시),,"('35.9110887674564', '128.584449887099')","(1098043.6989633515, 1768821.6195284554)"
6190,환경부(한국자동차환경협회),한국도로공사 서대구영업소,21,DC콤보,대구광역시 ,서구 ,대구광역시 서구 가르뱅이로 102-30,24시간 이용가능,,급속(200kW동시),,"('35.8843241041756', '128.525247282871')","(1092721.3400205672, 1765829.478790629)"
6216,환경부(한국자동차환경협회),한국사학진흥재단,91,DC콤보,대구광역시 ,동구 ,대구광역시 동구 혁신대로 345,24시간 이용가능,,급속(100kW단독),,"('35.8763070156789', '128.734409455146')","(1111525.177666166, 1764933.2128134314)"
6218,환경부(한국자동차환경협회),한국산업기술평가관리원 ,1,DC콤보,대구광역시 ,동구 ,대구광역시 동구 첨단로8길32(신서동 1152),24시간 이용가능,,급속(100kW단독),,"('35.8783931875874', '128.733773993871')","(1111468.0492164332, 1765166.435248851)"
6221,환경부(한국자동차환경협회),한국산업단지공단,1,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로 217,24시간 이용가능,,급속(100kW단독),,"('35.8364554003248', '128.506659007155')","(1091050.2399603927, 1760478.023502131)"
6228,환경부(한국자동차환경협회),한국산업인력공단 대구지역본부,1,DC콤보,대구광역시 ,달서구 ,대구광역시 달서구 성서공단로 213,24시간 이용가능,,급속(100kW단독),,"('35.8361984239786', '128.506095601806')","(1090999.5893929596, 1760449.2949735462)"
6513,환경부(한국자동차환경협회),해안동 공영주차장,11,DC콤보,대구광역시 ,동구 ,대구광역시 동구 방촌동 126-2번지,24시간 이용가능,,급속(200kW동시),,"('35.8911843978798', '128.677094764531')","(1106372.543586544, 1766596.4215333953)"
6558,환경부(한국자동차환경협회),현풍백년도깨비시장 공영주차장,21,DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 현풍읍 원교리 12-1,24시간 이용가능,,급속(200kW동시),,"('35.6947355276874', '128.441248730444')","(1085169.806561515, 1744634.5286735552)"
6560,환경부(한국자동차환경협회),현풍휴게소(대구방향),1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 현풍면 비슬로 741 (성하리),24시간 이용가능,,급속(50kW),,"('35.7020138711558', '128.438477429288')","(1084920.6644894222, 1745448.2070586411)"
6562,환경부(한국자동차환경협회),현풍휴게소(현풍방향),1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 현풍면 성하길 48 (성하리),24시간 이용가능,,급속(50kW),,"('35.7016310814593', '128.434971981563')","(1084605.5220849453, 1745405.4132961005)"
6572,환경부(한국자동차환경협회),호산공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,달서구 ,"대구광역시 달서구 호산동 714-1, 입구 우측",24시간 이용가능,,급속(50kW),"1시간 무료,30분 200원, 초과 10분 100원","('35.8426882347664', '128.489954619411')","(1089548.5028552036, 1761174.8197834506)"
6580,환경부(한국자동차환경협회),호텔아젤리아,1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 유가면 일연선사길 10,24시간 이용가능,,급속(50kW),,"('35.6922448732211', '128.506014761488')","(1090992.321787165, 1744356.0873341565)"
6581,환경부(한국자동차환경협회),홀마트 앞 (공중전화부스),1,DC차데모+AC3상+DC콤보,대구광역시 ,달성군 ,대구광역시 달성군 논공읍 논공로 749(논공로 749),24시간 이용가능,,급속(50kW),,"('35.7289955075033', '128.446034866378')","(1085600.083805598, 1748464.6041805316)"
6740,환경부(한국자동차환경협회),황금2동주민센터 앞 공영주차장,1,DC차데모+AC3상+DC콤보,대구광역시 ,수성구 ,대구광역시 수성구 청수로31길 45,24시간 이용가능,,급속(50kW),,"('35.8415502184904', '128.625204817511')","(1101707.5980632193, 1761047.5958828914)"
