주용도코드명,대지위치
주거지,대구광역시 동구 도동 2-1번지
편의시설,대구광역시 동구 도동 2-4번지
주거지,대구광역시 동구 도동 3-1번지
주거지,대구광역시 동구 도동 3-3번지
농축산업시설,대구광역시 동구 지저동 5번지
편의시설,대구광역시 동구 지저동 6번지
주거지,대구광역시 동구 지저동 7번지
주거지,대구광역시 동구 지저동 8번지
주거지,대구광역시 동구 지저동 9번지
님비시설,대구광역시 동구 지저동 66번지
님비시설,대구광역시 동구 입석동 1번지
님비시설,대구광역시 동구 입석동 54번지
님비시설,대구광역시 동구 입석동 361-1번지
님비시설,대구광역시 동구 입석동 406번지
창고시설,대구광역시 동구 입석동 480-3번지
주거지,대구광역시 동구 입석동 480-5번지
주거지,대구광역시 동구 입석동 480-10번지
주거지,대구광역시 동구 입석동 480-11번지
주거지,대구광역시 동구 검사동 11-1번지
님비시설,대구광역시 동구 검사동 87-1번지
님비시설,대구광역시 동구 검사동 115-1번지
님비시설,대구광역시 동구 검사동 213번지
님비시설,대구광역시 동구 검사동 214번지
님비시설,대구광역시 동구 검사동 247번지
주거지,대구광역시 동구 검사동 274번지
농축산업시설,대구광역시 동구 방촌동 2-1번지
주거지,대구광역시 동구 방촌동 2-4번지
주거지,대구광역시 동구 방촌동 8-3번지
편의시설,대구광역시 동구 방촌동 14-3번지
편의시설,대구광역시 동구 방촌동 14-7번지
창고시설,대구광역시 동구 둔산동 11번지
주거지,대구광역시 동구 둔산동 13-1번지
주거지,대구광역시 동구 둔산동 15번지
주거지,대구광역시 동구 둔산동 26-1번지
주거지,대구광역시 동구 둔산동 55-1번지
농축산업시설,대구광역시 동구 둔산동 66번지
주거지,대구광역시 동구 둔산동 68-2번지
편의시설,대구광역시 동구 둔산동 75-2번지
편의시설,대구광역시 동구 부동 9-1번지
주거지,대구광역시 동구 부동 9-3번지
주거지,대구광역시 동구 부동 9-4번지
주거지,대구광역시 동구 부동 16번지
주거지,대구광역시 동구 부동 17번지
주거지,대구광역시 동구 부동 20번지
주거지,대구광역시 동구 부동 23-1번지
주거지,대구광역시 동구 부동 25번지
창고시설,대구광역시 동구 신평동 11번지
주거지,대구광역시 동구 신평동 37번지
편의시설,대구광역시 동구 신평동 38번지
편의시설,대구광역시 동구 신평동 39-2번지
편의시설,대구광역시 동구 신평동 40번지
편의시설,대구광역시 동구 신평동 40-1번지
편의시설,대구광역시 동구 신평동 40-2번지
편의시설,대구광역시 동구 신평동 40-7번지
편의시설,대구광역시 동구 신평동 40-8번지
편의시설,대구광역시 동구 서호동 1-2번지
주거지,대구광역시 동구 서호동 4-3번지
주거지,대구광역시 동구 서호동 6번지
편의시설,대구광역시 동구 서호동 6-2번지
주거지,대구광역시 동구 서호동 6-3번지
편의시설,대구광역시 동구 서호동 6-4번지
편의시설,대구광역시 동구 동호동 3-2번지
편의시설,대구광역시 동구 동호동 5-1번지
편의시설,대구광역시 동구 동호동 5-4번지
편의시설,대구광역시 동구 동호동 6-2번지
주거지,대구광역시 동구 동호동 7-1번지
편의시설,대구광역시 동구 동호동 7-3번지
주거지,대구광역시 동구 동호동 7-4번지
편의시설,대구광역시 동구 동호동 7-5번지
교육연구시설,대구광역시 동구 동호동 7-6번지
주거지,대구광역시 동구 동호동 7-9번지
편의시설,대구광역시 동구 신기동 5번지
편의시설,대구광역시 동구 신기동 7번지
편의시설,대구광역시 동구 신기동 8번지
편의시설,대구광역시 동구 신기동 11-2번지
주거지,대구광역시 동구 신기동 12-3번지
편의시설,대구광역시 동구 신기동 12-7번지
주거지,대구광역시 동구 신기동 12-11번지
편의시설,대구광역시 동구 신기동 13-2번지
주거지,대구광역시 동구 신기동 13-3번지
주거지,대구광역시 동구 율하동 11번지
편의시설,대구광역시 동구 율하동 11-9번지
주거지,대구광역시 동구 율하동 13번지
주거지,대구광역시 동구 율하동 33번지
편의시설,대구광역시 동구 율하동 34번지
주거지,대구광역시 동구 율하동 39-2번지
주거지,대구광역시 동구 율하동 39-3번지
주거지,대구광역시 동구 율하동 40번지
주거지,대구광역시 동구 용계동 1번지
생산시설,대구광역시 동구 용계동 5-1번지
편의시설,대구광역시 동구 용계동 6-1번지
님비시설,대구광역시 동구 용계동 6-2번지
주거지,대구광역시 동구 용계동 8번지
주거지,대구광역시 동구 용계동 9번지
주거지,대구광역시 동구 용계동 12번지
편의시설,대구광역시 동구 용계동 13번지
생산시설,대구광역시 동구 율암동 156-3번지
생산시설,대구광역시 동구 율암동 157번지
편의시설,대구광역시 동구 율암동 158-1번지
주거지,대구광역시 동구 율암동 162번지
주거지,대구광역시 동구 율암동 201번지
주거지,대구광역시 동구 율암동 217번지
창고시설,대구광역시 동구 상매동 23번지
주거지,대구광역시 동구 상매동 31번지
창고시설,대구광역시 동구 상매동 40번지
편의시설,대구광역시 동구 상매동 88번지
주거지,대구광역시 동구 상매동 96번지
주거지,대구광역시 동구 상매동 98번지
주거지,대구광역시 동구 상매동 125번지
창고시설,대구광역시 동구 상매동 126번지
주거지,대구광역시 동구 매여동 6번지
주거지,대구광역시 동구 매여동 11번지
주거지,대구광역시 동구 매여동 12번지
주거지,대구광역시 동구 매여동 18번지
주거지,대구광역시 동구 매여동 34번지
창고시설,대구광역시 동구 매여동 36번지
창고시설,대구광역시 동구 매여동 37-1번지
창고시설,대구광역시 동구 매여동 42-1번지
주거지,대구광역시 동구 각산동 8번지
창고시설,대구광역시 동구 각산동 9번지
편의시설,대구광역시 동구 각산동 40-3번지
농축산업시설,대구광역시 동구 각산동 103번지
주거지,대구광역시 동구 각산동 118번지
창고시설,대구광역시 동구 각산동 132-15번지
창고시설,대구광역시 동구 각산동 134번지
창고시설,대구광역시 동구 각산동 177-3번지
편의시설,대구광역시 동구 각산동 178-3번지
편의시설,대구광역시 동구 신서동 17번지
주거지,대구광역시 동구 신서동 62-2번지
창고시설,대구광역시 동구 신서동 68-2번지
주거지,대구광역시 동구 신서동 140번지
주거지,대구광역시 동구 신서동 167번지
주거지,대구광역시 동구 신서동 203번지
편의시설,대구광역시 동구 신서동 416-1번지
주거지,대구광역시 동구 신서동 417-2번지
주거지,대구광역시 동구 신서동 419-1번지
편의시설,대구광역시 동구 동내동 4번지
창고시설,대구광역시 동구 동내동 32번지
창고시설,대구광역시 동구 동내동 58번지
주거지,대구광역시 동구 동내동 80번지
주거지,대구광역시 동구 동내동 100번지
창고시설,대구광역시 동구 동내동 276-2번지
주거지,대구광역시 동구 동내동 297번지
창고시설,대구광역시 동구 괴전동 10-2번지
주거지,대구광역시 동구 괴전동 13-1번지
주거지,대구광역시 동구 괴전동 14-2번지
창고시설,대구광역시 동구 괴전동 64-1번지
편의시설,대구광역시 동구 괴전동 92번지
편의시설,대구광역시 동구 괴전동 92-2번지
주거지,대구광역시 동구 괴전동 95-1번지
주거지,대구광역시 동구 괴전동 95-4번지
주거지,대구광역시 동구 괴전동 95-7번지
주거지,대구광역시 동구 괴전동 95-8번지
창고시설,대구광역시 동구 금강동 33번지
주거지,대구광역시 동구 금강동 49번지
농축산업시설,대구광역시 동구 금강동 51-1번지
농축산업시설,대구광역시 동구 금강동 51-2번지
주거지,대구광역시 동구 금강동 52-3번지
농축산업시설,대구광역시 동구 금강동 64번지
주거지,대구광역시 동구 대림동 13번지
주거지,대구광역시 동구 대림동 19번지
주거지,대구광역시 동구 대림동 21번지
주거지,대구광역시 동구 대림동 43번지
주거지,대구광역시 동구 사복동 34번지
주거지,대구광역시 동구 사복동 37-2번지
농축산업시설,대구광역시 동구 사복동 45번지
주거지,대구광역시 동구 사복동 49번지
주거지,대구광역시 동구 사복동 58번지
주거지,대구광역시 동구 사복동 62번지
주거지,대구광역시 동구 사복동 75번지
주거지,대구광역시 동구 사복동 159-4번지
창고시설,대구광역시 동구 숙천동 5번지
창고시설,대구광역시 동구 숙천동 15번지
주거지,대구광역시 동구 숙천동 15-1번지
창고시설,대구광역시 동구 숙천동 17번지
주거지,대구광역시 동구 숙천동 57번지
주거지,대구광역시 동구 숙천동 85-4번지
주거지,대구광역시 동구 숙천동 87번지
주거지,대구광역시 동구 숙천동 94-1번지
주거지,대구광역시 동구 숙천동 94-2번지
편의시설,대구광역시 동구 내곡동 1번지
주거지,대구광역시 동구 내곡동 28번지
주거지,대구광역시 동구 내곡동 53번지
주거지,대구광역시 동구 내곡동 80번지
주거지,대구광역시 동구 내곡동 87번지
주거지,대구광역시 동구 내곡동 99번지
주거지,대구광역시 동구 내곡동 111번지
주거지,대구광역시 동구 내곡동 113번지
주거지,대구광역시 동구 내곡동 119-1번지
주거지,대구광역시 동구 내곡동 119-2번지
주거지,대구광역시 동구 능성동 6-4번지
주거지,대구광역시 동구 능성동 8번지
주거지,대구광역시 동구 능성동 12번지
주거지,대구광역시 동구 능성동 14번지
주거지,대구광역시 동구 능성동 15번지
주거지,대구광역시 동구 능성동 16번지
주거지,대구광역시 동구 능성동 19-1번지
주거지,대구광역시 동구 능성동 19-2번지
농축산업시설,대구광역시 동구 능성동 21번지
주거지,대구광역시 동구 능성동 23번지
주거지,대구광역시 동구 진인동 4번지
주거지,대구광역시 동구 진인동 12번지
편의시설,대구광역시 동구 진인동 31-1번지
주거지,대구광역시 동구 진인동 31-2번지
편의시설,대구광역시 동구 진인동 33번지
편의시설,대구광역시 동구 진인동 34-1번지
주거지,대구광역시 동구 진인동 48번지
주거지,대구광역시 동구 진인동 66번지
편의시설,대구광역시 동구 도학동 1번지
문화및집회시설,대구광역시 동구 도학동 5번지
편의시설,대구광역시 동구 도학동 8번지
편의시설,대구광역시 동구 도학동 10번지
주거지,대구광역시 동구 도학동 15번지
농축산업시설,대구광역시 동구 백안동 3-1번지
편의시설,대구광역시 동구 백안동 5번지
편의시설,대구광역시 동구 백안동 8-3번지
주거지,대구광역시 동구 백안동 9-1번지
편의시설,대구광역시 동구 백안동 10-2번지
농축산업시설,대구광역시 동구 백안동 13-1번지
농축산업시설,대구광역시 동구 백안동 16-2번지
주거지,대구광역시 동구 미곡동 14-4번지
편의시설,대구광역시 동구 미곡동 74번지
교육연구및복지시설,대구광역시 동구 미곡동 82번지
주거지,대구광역시 동구 미곡동 90번지
주거지,대구광역시 동구 미곡동 92번지
주거지,대구광역시 동구 미곡동 124번지
창고시설,대구광역시 동구 미곡동 130번지
창고시설,대구광역시 동구 미곡동 133번지
주거지,대구광역시 동구 미곡동 134번지
편의시설,대구광역시 동구 용수동 3번지
주거지,대구광역시 동구 용수동 4번지
주거지,대구광역시 동구 용수동 5번지
주거지,대구광역시 동구 용수동 6번지
창고시설,대구광역시 동구 신무동 82-2번지
편의시설,대구광역시 동구 신무동 91번지
편의시설,대구광역시 동구 신무동 91-1번지
주거지,대구광역시 동구 신무동 97-2번지
주거지,대구광역시 동구 신무동 98번지
주거지,대구광역시 동구 신무동 111번지
편의시설,대구광역시 동구 신무동 114-4번지
주거지,대구광역시 동구 신무동 116번지
주거지,대구광역시 동구 신무동 141-3번지
편의시설,대구광역시 동구 신무동 141-6번지
창고시설,대구광역시 동구 미대동 3번지
농축산업시설,대구광역시 동구 미대동 23-2번지
창고시설,대구광역시 동구 미대동 34번지
창고시설,대구광역시 동구 미대동 47번지
편의시설,대구광역시 동구 미대동 80번지
창고시설,대구광역시 동구 미대동 87-1번지
편의시설,대구광역시 동구 미대동 100-1번지
편의시설,대구광역시 동구 내동 23번지
편의시설,대구광역시 동구 내동 52번지
주거지,대구광역시 동구 내동 57번지
농축산업시설,대구광역시 동구 내동 67번지
주거지,대구광역시 동구 내동 75번지
주거지,대구광역시 동구 내동 76번지
주거지,대구광역시 동구 내동 80번지
주거지,대구광역시 동구 신용동 93번지
주거지,대구광역시 동구 신용동 95번지
편의시설,대구광역시 동구 신용동 99번지
주거지,대구광역시 동구 신용동 100번지
주거지,대구광역시 동구 신용동 114번지
주거지,대구광역시 동구 신용동 117번지
주거지,대구광역시 동구 신용동 118번지
주거지,대구광역시 동구 신용동 119번지
주거지,대구광역시 동구 신용동 120번지
주거지,대구광역시 동구 신용동 122번지
편의시설,대구광역시 동구 중대동 1-1번지
편의시설,대구광역시 동구 중대동 4번지
주거지,대구광역시 동구 중대동 6번지
주거지,대구광역시 동구 중대동 7번지
주거지,대구광역시 동구 중대동 8번지
편의시설,대구광역시 동구 중대동 12번지
편의시설,대구광역시 동구 중대동 12-1번지
창고시설,대구광역시 동구 중대동 13번지
편의시설,대구광역시 동구 송정동 22-2번지
주거지,대구광역시 동구 송정동 23번지
주거지,대구광역시 동구 송정동 24번지
편의시설,대구광역시 동구 송정동 24-6번지
주거지,대구광역시 동구 송정동 25번지
주거지,대구광역시 동구 송정동 29번지
주거지,대구광역시 동구 송정동 29-2번지
편의시설,대구광역시 동구 송정동 115번지
주거지,대구광역시 동구 덕곡동 1번지
주거지,대구광역시 동구 덕곡동 18번지
주거지,대구광역시 동구 덕곡동 25번지
주거지,대구광역시 동구 덕곡동 25-1번지
주거지,대구광역시 동구 덕곡동 25-2번지
주거지,대구광역시 동구 덕곡동 25-3번지
편의시설,대구광역시 동구 덕곡동 34번지
주거지,대구광역시 동구 지묘동 3번지
편의시설,대구광역시 동구 지묘동 46번지
창고시설,대구광역시 동구 지묘동 46-1번지
주거지,대구광역시 동구 지묘동 52번지
주거지,대구광역시 동구 지묘동 53번지
편의시설,대구광역시 동구 지묘동 54번지
주거지,대구광역시 동구 지묘동 55번지
주거지,대구광역시 동구 지묘동 56번지
편의시설,대구광역시 동구 지묘동 57-1번지
주거지,대구광역시 서구 내당동 1-1번지
주거지,대구광역시 서구 내당동 1-2번지
주거지,대구광역시 서구 내당동 1-5번지
주거지,대구광역시 서구 내당동 1-6번지
주거지,대구광역시 서구 내당동 1-9번지
주거지,대구광역시 서구 내당동 1-11번지
주거지,대구광역시 서구 내당동 1-12번지
주거지,대구광역시 서구 내당동 1-14번지
편의시설,대구광역시 서구 비산동 2-1번지
주거지,대구광역시 서구 비산동 3번지
주거지,대구광역시 서구 비산동 3-3번지
주거지,대구광역시 서구 비산동 3-5번지
편의시설,대구광역시 서구 비산동 3-6번지
편의시설,대구광역시 서구 비산동 3-8번지
주거지,대구광역시 서구 비산동 3-9번지
주거지,대구광역시 서구 비산동 3-18번지
편의시설,대구광역시 서구 평리동
편의시설,대구광역시 서구 평리동 70-1번지
님비시설,대구광역시 서구 평리동 107-5번지
편의시설,대구광역시 서구 평리동 107-9번지
생산시설,대구광역시 서구 평리동 108-11번지
주거지,대구광역시 서구 평리동 284-2번지
주거지,대구광역시 서구 평리동 284-3번지
주거지,대구광역시 서구 평리동 284-11번지
주거지,대구광역시 서구 평리동 284-12번지
주거지,대구광역시 서구 평리동 284-13번지
님비시설,대구광역시 서구 상리동 2-1번지
주거지,대구광역시 서구 중리동 26-1번지
편의시설,대구광역시 서구 이현동 1-1번지
생산시설,대구광역시 서구 이현동 1-2번지
자원순환관련시설,대구광역시 서구 이현동 1-5번지
생산시설,대구광역시 서구 이현동 1-7번지
생산시설,대구광역시 서구 이현동 1-19번지
창고시설,대구광역시 서구 이현동 1-20번지
생산시설,대구광역시 서구 이현동 1-21번지
편의시설,대구광역시 서구 이현동 1-22번지
주거지,대구광역시 서구 원대동1가 1-1번지
주거지,대구광역시 서구 원대동1가 1-2번지
주거지,대구광역시 서구 원대동1가 1-5번지
편의시설,대구광역시 서구 원대동1가 1-7번지
창고시설,대구광역시 서구 원대동1가 2-3번지
편의시설,대구광역시 서구 원대동1가 2-8번지
주거지,대구광역시 서구 원대동1가 2-9번지
주거지,대구광역시 서구 원대동1가 2-11번지
주거지,대구광역시 서구 원대동1가 3-3번지
편의시설,대구광역시 서구 원대동1가 3-6번지
생산시설,대구광역시 서구 원대동2가 69번지
편의시설,대구광역시 서구 원대동2가 71-2번지
편의시설,대구광역시 서구 원대동2가 72-1번지
편의시설,대구광역시 서구 원대동2가 72-2번지
편의시설,대구광역시 서구 원대동2가 76번지
생산시설,대구광역시 서구 원대동2가 80번지
주거지,대구광역시 서구 원대동2가 81-2번지
편의시설,대구광역시 서구 원대동2가 81-3번지
편의시설,대구광역시 서구 원대동3가 990-7번지
주거지,대구광역시 서구 원대동3가 990-10번지
편의시설,대구광역시 서구 원대동3가 990-11번지
편의시설,대구광역시 서구 원대동3가 990-12번지
편의시설,대구광역시 서구 원대동3가 990-14번지
편의시설,대구광역시 서구 원대동3가 991-2번지
편의시설,대구광역시 서구 원대동3가 991-4번지
편의시설,대구광역시 서구 원대동3가 991-5번지
편의시설,대구광역시 서구 원대동3가 991-7번지
주거지,대구광역시 남구 이천동 12-32번지
주거지,대구광역시 남구 이천동 13-19번지
주거지,대구광역시 남구 이천동 17-8번지
주거지,대구광역시 남구 이천동 28-42번지
주거지,대구광역시 남구 이천동 49-4번지
주거지,대구광역시 남구 이천동 121번지
주거지,대구광역시 남구 이천동 121-1번지
주거지,대구광역시 남구 이천동 121-70번지
생산시설,대구광역시 남구 봉덕동 20-3번지
편의시설,대구광역시 남구 봉덕동 472-2번지
주거지,대구광역시 남구 봉덕동 473-3번지
주거지,대구광역시 남구 봉덕동 473-5번지
주거지,대구광역시 남구 봉덕동 473-8번지
주거지,대구광역시 남구 봉덕동 474-3번지
주거지,대구광역시 남구 봉덕동 474-4번지
주거지,대구광역시 남구 봉덕동 474-5번지
주거지,대구광역시 남구 봉덕동 474-7번지
주거지,대구광역시 남구 대명동 2-6번지
주거지,대구광역시 남구 대명동 2-7번지
편의시설,대구광역시 남구 대명동 2-32번지
주거지,대구광역시 남구 대명동 3-2번지
주거지,대구광역시 남구 대명동 4-4번지
주거지,대구광역시 남구 대명동 4-5번지
주거지,대구광역시 남구 대명동 5-4번지
주거지,대구광역시 남구 대명동 5-15번지
주거지,대구광역시 남구 대명동 5-18번지
주거지,대구광역시 남구 대명동 5-19번지
편의시설,대구광역시 북구 칠성동1가 5-1번지
편의시설,대구광역시 북구 칠성동1가 5-13번지
편의시설,대구광역시 북구 칠성동1가 5-16번지
편의시설,대구광역시 북구 칠성동1가 8-9번지
편의시설,대구광역시 북구 칠성동1가 8-15번지
편의시설,대구광역시 북구 칠성동1가 8-18번지
주거지,대구광역시 북구 칠성동1가 8-20번지
창고시설,대구광역시 북구 칠성동1가 8-21번지
편의시설,대구광역시 북구 칠성동1가 14번지
생산시설,대구광역시 북구 칠성동2가 1-2번지
주거지,대구광역시 북구 칠성동2가 2-2번지
생산시설,대구광역시 북구 칠성동2가 2-4번지
편의시설,대구광역시 북구 고성동1가 35번지
편의시설,대구광역시 북구 고성동1가 41번지
편의시설,대구광역시 북구 고성동1가 42번지
주거지,대구광역시 북구 고성동1가 50-20번지
편의시설,대구광역시 북구 고성동1가 50-25번지
주거지,대구광역시 북구 고성동1가 50-73번지
편의시설,대구광역시 북구 고성동1가 50-75번지
편의시설,대구광역시 북구 고성동2가 1번지
편의시설,대구광역시 북구 고성동2가 2-1번지
편의시설,대구광역시 북구 고성동2가 2-2번지
편의시설,대구광역시 북구 고성동2가 4-1번지
편의시설,대구광역시 북구 고성동2가 4-2번지
주거지,대구광역시 북구 고성동2가 5-4번지
편의시설,대구광역시 북구 고성동2가 5-5번지
편의시설,대구광역시 북구 고성동2가 6번지
편의시설,대구광역시 북구 고성동2가 8-1번지
편의시설,대구광역시 북구 고성동3가 1-2번지
편의시설,대구광역시 북구 고성동3가 1-3번지
편의시설,대구광역시 북구 고성동3가 1-6번지
편의시설,대구광역시 북구 고성동3가 1-8번지
주거지,대구광역시 북구 고성동3가 1-9번지
주거지,대구광역시 북구 고성동3가 1-10번지
창고시설,대구광역시 북구 고성동3가 1-11번지
편의시설,대구광역시 북구 고성동3가 1-12번지
편의시설,대구광역시 북구 고성동3가 1-13번지
편의시설,대구광역시 북구 고성동3가 2번지
편의시설,대구광역시 북구 침산동 3-4번지
주거지,대구광역시 북구 침산동 3-5번지
생산시설,대구광역시 북구 침산동 3-7번지
편의시설,대구광역시 북구 침산동 5-1번지
편의시설,대구광역시 북구 침산동 5-7번지
주거지,대구광역시 북구 침산동 7-3번지
편의시설,대구광역시 북구 침산동 9-3번지
편의시설,대구광역시 북구 침산동 9-4번지
편의시설,대구광역시 북구 침산동 9-5번지
편의시설,대구광역시 북구 침산동 10-1번지
편의시설,대구광역시 북구 노원동1가 1-1번지
편의시설,대구광역시 북구 노원동1가 1-2번지
주거지,대구광역시 북구 노원동1가 1-3번지
주거지,대구광역시 북구 노원동1가 1-6번지
편의시설,대구광역시 북구 노원동1가 1-7번지
편의시설,대구광역시 북구 노원동1가 1-8번지
편의시설,대구광역시 북구 노원동1가 2-2번지
편의시설,대구광역시 북구 노원동1가 2-3번지
편의시설,대구광역시 북구 노원동1가 2-4번지
생산시설,대구광역시 북구 노원동1가 2-5번지
주거지,대구광역시 북구 노원동2가 3번지
창고시설,대구광역시 북구 노원동2가 3-1번지
창고시설,대구광역시 북구 노원동2가 4-1번지
편의시설,대구광역시 북구 노원동2가 5-1번지
편의시설,대구광역시 북구 노원동2가 5-2번지
생산시설,대구광역시 북구 노원동2가 5-3번지
생산시설,대구광역시 북구 노원동2가 6-2번지
편의시설,대구광역시 북구 노원동2가 6-16번지
창고시설,대구광역시 북구 노원동2가 7-1번지
생산시설,대구광역시 북구 노원동3가 1번지
생산시설,대구광역시 북구 노원동3가 1-1번지
생산시설,대구광역시 북구 노원동3가 1-2번지
생산시설,대구광역시 북구 노원동3가 1-3번지
생산시설,대구광역시 북구 노원동3가 1-4번지
생산시설,대구광역시 북구 노원동3가 2-1번지
생산시설,대구광역시 북구 노원동3가 2-3번지
생산시설,대구광역시 북구 노원동3가 3-1번지
생산시설,대구광역시 북구 노원동3가 3-2번지
교육연구시설,대구광역시 북구 대현동 1-2번지
주거지,대구광역시 북구 대현동 1-4번지
주거지,대구광역시 북구 대현동 1-9번지
주거지,대구광역시 북구 대현동 4-3번지
주거지,대구광역시 북구 대현동 6-3번지
편의시설,대구광역시 북구 대현동 14-9번지
편의시설,대구광역시 북구 대현동 14-12번지
주거지,대구광역시 북구 산격동
생산시설,대구광역시 북구 산격동 7-10번지
생산시설,대구광역시 북구 산격동 7-11번지
생산시설,대구광역시 북구 산격동 7-12번지
편의시설,대구광역시 북구 산격동 7-13번지
생산시설,대구광역시 북구 산격동 7-14번지
생산시설,대구광역시 북구 산격동 7-15번지
생산시설,대구광역시 북구 산격동 7-16번지
생산시설,대구광역시 북구 산격동 7-17번지
생산시설,대구광역시 북구 산격동 7-18번지
교육연구시설,대구광역시 북구 복현동
교육연구시설,대구광역시 북구 복현동 8-1번지
주거지,대구광역시 북구 복현동 10-3번지
주거지,대구광역시 북구 복현동 10-4번지
편의시설,대구광역시 북구 검단동 19-7번지
편의시설,대구광역시 북구 검단동 20-3번지
주거지,대구광역시 북구 검단동 29번지
주거지,대구광역시 북구 검단동 34-1번지
주거지,대구광역시 북구 검단동 46번지
주거지,대구광역시 북구 동변동 4-1번지
농축산업시설,대구광역시 북구 동변동 23-2번지
주거지,대구광역시 북구 동변동 24-2번지
농축산업시설,대구광역시 북구 동변동 27번지
농축산업시설,대구광역시 북구 동변동 27-1번지
주거지,대구광역시 북구 동변동 30-1번지
주거지,대구광역시 북구 동변동 33-1번지
주거지,대구광역시 북구 동변동 33-2번지
주거지,대구광역시 북구 동변동 34번지
편의시설,대구광역시 북구 서변동 12-4번지
농축산업시설,대구광역시 북구 서변동 41-3번지
편의시설,대구광역시 북구 서변동 53-2번지
편의시설,대구광역시 북구 서변동 65-1번지
주거지,대구광역시 북구 서변동 65-2번지
주거지,대구광역시 북구 서변동 65-3번지
편의시설,대구광역시 북구 서변동 65-4번지
교육연구시설,대구광역시 북구 서변동 70-1번지
주거지,대구광역시 북구 서변동 78-1번지
편의시설,대구광역시 북구 조야동 11번지
주거지,대구광역시 북구 조야동 26번지
편의시설,대구광역시 북구 조야동 45번지
주거지,대구광역시 북구 조야동 46번지
편의시설,대구광역시 북구 조야동 46-1번지
편의시설,대구광역시 북구 조야동 46-2번지
주거지,대구광역시 북구 조야동 49-2번지
주거지,대구광역시 북구 조야동 50번지
주거지,대구광역시 북구 조야동 51번지
주거지,대구광역시 북구 노곡동 1-1번지
편의시설,대구광역시 북구 노곡동 62번지
편의시설,대구광역시 북구 노곡동 65-1번지
편의시설,대구광역시 북구 노곡동 67-1번지
주거지,대구광역시 북구 노곡동 72번지
주거지,대구광역시 북구 노곡동 72-1번지
주거지,대구광역시 북구 노곡동 72-2번지
주거지,대구광역시 북구 노곡동 72-3번지
주거지,대구광역시 북구 노곡동 72-4번지
주거지,대구광역시 북구 노곡동 72-6번지
교육연구시설,대구광역시 북구 읍내동
주거지,대구광역시 북구 동호동 2번지
주거지,대구광역시 북구 동호동 65번지
주거지,대구광역시 북구 동호동 70-1번지
편의시설,대구광역시 북구 동호동 126번지
편의시설,대구광역시 북구 동호동 126-6번지
편의시설,대구광역시 북구 동호동 127번지
자동차관련시설,대구광역시 북구 동호동 151-2번지
편의시설,대구광역시 북구 학정동
님비시설,대구광역시 북구 학정동 34-1번지
주거지,대구광역시 북구 학정동 44번지
주거지,대구광역시 북구 학정동 45번지
공공용시설,대구광역시 북구 학정동 55-1번지
편의시설,대구광역시 북구 학정동 60번지
편의시설,대구광역시 북구 학정동 63번지
편의시설,대구광역시 북구 도남동
농축산업시설,대구광역시 북구 도남동 36번지
창고시설,대구광역시 북구 도남동 46-1번지
주거지,대구광역시 북구 도남동 51-6번지
주거지,대구광역시 북구 도남동 52-1번지
님비시설,대구광역시 북구 국우동
교육연구시설,대구광역시 북구 국우동 77-1번지
교육연구시설,대구광역시 북구 국우동 129번지
주거지,대구광역시 북구 구암동 1-3번지
창고시설,대구광역시 북구 구암동 1-7번지
주거지,대구광역시 북구 구암동 6번지
주거지,대구광역시 북구 구암동 7-2번지
주거지,대구광역시 북구 구암동 8번지
주거지,대구광역시 북구 구암동 18번지
주거지,대구광역시 북구 구암동 20-2번지
편의시설,대구광역시 북구 동천동
생산시설,대구광역시 북구 동천동 214-8번지
생산시설,대구광역시 북구 동천동 215-1번지
주거지,대구광역시 북구 동천동 223번지
주거지,대구광역시 북구 동천동 224번지
주거지,대구광역시 북구 동천동 225-1번지
편의시설,대구광역시 북구 동천동 225-2번지
주거지,대구광역시 북구 동천동 225-3번지
주거지,대구광역시 북구 동천동 225-4번지
편의시설,대구광역시 북구 관음동
주거지,대구광역시 북구 관음동 5번지
편의시설,대구광역시 북구 관음동 6-1번지
창고시설,대구광역시 북구 관음동 6-2번지
주거지,대구광역시 북구 관음동 6-3번지
편의시설,대구광역시 북구 관음동 7번지
창고시설,대구광역시 북구 관음동 10번지
주거지,대구광역시 북구 태전동 1번지
주거지,대구광역시 북구 태전동 11번지
주거지,대구광역시 북구 태전동 26번지
님비시설,대구광역시 북구 태전동 28-1번지
편의시설,대구광역시 북구 태전동 32-1번지
편의시설,대구광역시 북구 태전동 34-3번지
님비시설,대구광역시 북구 태전동 38번지
편의시설,대구광역시 북구 매천동
주거지,대구광역시 북구 매천동 23번지
주거지,대구광역시 북구 매천동 32-2번지
주거지,대구광역시 북구 매천동 42번지
주거지,대구광역시 북구 매천동 42-1번지
주거지,대구광역시 북구 매천동 42-2번지
주거지,대구광역시 북구 매천동 42-4번지
주거지,대구광역시 북구 매천동 42-5번지
주거지,대구광역시 북구 팔달동
편의시설,대구광역시 북구 팔달동 1-2번지
주거지,대구광역시 북구 팔달동 3-1번지
주거지,대구광역시 북구 팔달동 3-7번지
주거지,대구광역시 북구 팔달동 3-8번지
편의시설,대구광역시 북구 팔달동 4-3번지
편의시설,대구광역시 북구 팔달동 4-20번지
주거지,대구광역시 북구 금호동
주거지,대구광역시 북구 금호동 18번지
주거지,대구광역시 북구 금호동 21번지
편의시설,대구광역시 북구 금호동 33번지
창고시설,대구광역시 북구 금호동 35번지
편의시설,대구광역시 북구 금호동 40번지
