index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,WGS84,GRS80
41,환경부(한국자동차환경협회),KT가정빌딩,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 가정로 168 입구 경비실 앞 주차장,24시간 이용가능,,급속(50kW),주차요금 별도,"('36.3843348879405', '127.362077313034')","(987669.7680250529, 1820777.2964762286)"
100,환경부(한국자동차환경협회),가수원동행정복지센터,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 가수원로 105,24시간 이용가능,,급속(100kW단독),,"('36.3035470003356', '127.349365700469')","(986515.0041749617, 1811786.0700365028)"
133,환경부(한국자동차환경협회),갈마2동 공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 갈마중로 30번길 15-5,24시간 이용가능,,급속(100kW단독),"주간 무료, 18:00 ~ 다음 날 05:00까지 10분당 100원, 저공해차 이용시 50% 할인","('36.3471848051732', '127.373188620128')","(988679.154968982, 1816642.7063004228)"
134,환경부(한국자동차환경협회),갈마도서관,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 갈마동 427-20 ,24시간 이용가능,,급속(100kW멀티),,"('36.3408676250018', '127.366234697629')","(988047.4382393287, 1815939.640543098)"
584,환경부(한국자동차환경협회),관저2동주민센터,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 관저동 1104,24시간 이용가능,,급속(50kW),,"('36.2992322617654', '127.335251186615')","(985232.7962507629, 1811305.8644925402)"
585,환경부(한국자동차환경협회),관저문예회관 공영주차장,11,DC콤보,대전광역시 ,서구 ,대전광역시 서구 관저동 1199,24시간 이용가능,,급속(100kW동시),,"('36.3016679843903', '127.339497660991')","(985618.5596678485, 1811576.9463875387)"
587,환경부(한국자동차환경협회),관저저류지주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 관저동 1510,24시간 이용가능,,급속(50kW),,"('36.2992880924051', '127.3379233695')","(985475.5459554645, 1811312.078121077)"
652,환경부(한국자동차환경협회),교촌동 공영주차장,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 교촌동 636-1,24시간 이용가능,,급속(100kW단독),,"('36.3026402836453', '127.314826300145')","(983377.3337421995, 1811685.1576928236)"
709,환경부(한국자동차환경협회),구봉산공원 노상주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 관저동 843-16,24시간 이용가능,,급속(100kW단독),,"('36.2841748767384', '127.322513180085')","(984075.6346878347, 1809630.0642905347)"
732,환경부(한국자동차환경협회),구즉동 주민센터,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 구룡달전로 22,24시간 이용가능,,급속(50kW),,"('36.4404511271441', '127.383830317556')","(989645.8810574787, 1827022.7105919311)"
789,환경부(한국자동차환경협회),국립자연휴양림관리소 주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 복수동 292-25,24시간 이용가능,,급속(100kW단독),,"('36.3077275797053', '127.372154307545')","(988585.1946807466, 1812251.3444343938)"
945,환경부(한국자동차환경협회),금강유역환경청,21,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대학로 417,24시간 이용가능,,급속(200kW동시),,"('36.3727943978226', '127.374271369619')","(988777.5154220327, 1819492.906415396)"
1014,환경부(한국자동차환경협회),기성동 공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 흑석동 966,24시간 이용가능,,급속(100kW멀티),,"('36.2541835627193', '127.341230155198')","(985775.9450247816, 1806292.2038319295)"
1024,환경부(한국자동차환경협회),기초과학연구원,41,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 엑스포로 55,24시간 이용가능,,급속(200kW동시),,"('36.3802324552677', '127.384467883076')","(989703.7995639459, 1820320.7193554698)"
1178,환경부(한국자동차환경협회),남선공원,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 탄방동 1084,24시간 이용가능,,급속(50kW),20분후 유료(15분당 300원),"('36.345397164098', '127.398254087267')","(990956.1827803417, 1816443.7521480545)"
1288,환경부(한국자동차환경협회),노은1동 행정복지센터,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 노은동로 87번길89(노은동 546),24시간 이용가능,,급속(100kW단독),,"('36.3682652964776', '127.318438265264')","(983705.4562935977, 1818988.8435296263)"
1289,환경부(한국자동차환경협회),노은2동 행정복지센터,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 송림로 19번길35(하기동 411-1),24시간 이용가능,,급속(100kW단독),,"('36.389471008942', '127.320779662103')","(983918.1563278827, 1821348.9171524893)"
1290,환경부(한국자동차환경협회),노은농수산물시장,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 노은동 566,24시간 이용가능,,급속(50kW),,"('36.3651679063072', '127.320178245435')","(983863.5216996243, 1818644.1218489397)"
1516,환경부(한국자동차환경협회),대덕대학교,11,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 가정북로 68,24시간 이용가능,,급속(200kW동시),,"('36.3908441194951', '127.367450951356')","(988157.9266474126, 1821501.7364460204)"
1518,환경부(한국자동차환경협회),대덕문화체육관,1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 목상동 산6-2,24시간 이용가능,,급속(50kW),,"('36.4456010802993', '127.415510914495')","(992523.8485779137, 1827595.870707205)"
1519,환경부(한국자동차환경협회),대덕보건소,1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 석봉로 38번길 55 대덕구보건소,24시간 이용가능,,급속(100kW멀티),,"('36.4448275161377', '127.426551307641')","(993526.7934702784, 1827509.7774728257)"
1538,환경부(한국자동차환경협회),대사동 공영주차장,11,DC콤보,대전광역시 ,중구 ,대전광역시 중구 대사동 145-2,24시간 이용가능,,급속(200kW동시),,"('36.3176799385078', '127.424819646891')","(993369.4838272645, 1813358.9846296704)"
1568,환경부(한국자동차환경협회),대전 농업기술센터,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 교촌동 568-1,24시간 이용가능,,급속(50kW),,"('36.3082029938125', '127.306407801671')","(982612.5702112074, 1812304.255285478)"
1569,환경부(한국자동차환경협회),대전광역시교육청,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 둔산로 89,24시간 이용가능,,급속(100kW단독),,"('36.3524251454765', '127.383742766379')","(989637.9276264156, 1817225.9259845251)"
1570,환경부(한국자동차환경협회),대전광역시동부교육지원청,21,DC콤보,대전광역시 ,중구 ,대전광역시 중구 문화로234번길 34,24시간 이용가능,,급속(200kW동시),,"('36.3151912448773', '127.410005174302')","(992023.689395878, 1813082.0073669353)"
1572,환경부(한국자동차환경협회),대전대덕경찰서,21,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 계족로 670,09:00 ~ 18:00,,급속(200kW동시),,"('36.371185192036', '127.429706090885')","(993813.3841468281, 1819313.8110826127)"
1574,환경부(한국자동차환경협회),대전동부경찰서,1,DC콤보,대전광역시 ,동구 ,대전광역시 동구 충무로 222,09:00 ~ 18:00,,급속(100kW단독),,"('36.3217220616265', '127.440828341064')","(994823.7651958641, 1813808.8496445254)"
1577,환경부(한국자동차환경협회),대전둔산경찰서,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 한밭대로 733,09:00 ~ 18:00,,급속(100kW단독),,"('36.3583366326291', '127.380230016353')","(989318.8180937981, 1817883.8404462133)"
1581,환경부(한국자동차환경협회),대전월드컵경기장,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 월드컵대로 32(월드컵대로 32),24시간 이용가능,,급속(50kW),,"('36.3619662173402', '127.323555313924')","(984170.3054841706, 1818287.7923130987)"
1582,환경부(한국자동차환경협회),대전정부청사 내 주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 청사로 189 정부대전청사 후생동 지하주차장 입구 근처,24시간 이용가능,,급속(50kW),주차요금 별도,"('36.3626829863103', '127.384903880328')","(989743.4069593704, 1818367.564569883)"
1583,환경부(한국자동차환경협회),대전중구보건지소,11,DC콤보,대전광역시 ,중구 ,대전광역시 중구 중앙로 100 (대흥동 499-1),24시간 이용가능,,급속(200kW동시),,"('36.325575015009', '127.421295267045')","(993049.3178043201, 1814237.6611576222)"
1585,환경부(한국자동차환경협회),대전추모공원,21,DC콤보,대전광역시 ,서구 ,대전광역시 서구 상보안윗길 160,24시간 이용가능,,급속(200kW동시),,"('36.2839224134637', '127.339458742738')","(985615.0242083275, 1809601.9665826007)"
1587,환경부(한국자동차환경협회),대전테크노파크 주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 테크노 9로 35 입구 국기계양대 왼쪽,24시간 이용가능,,급속(50kW),주차요금 별도,"('36.418994821318', '127.407405594932')","(991787.5352284532, 1824634.7473716778)"
1611,환경부(한국자동차환경협회),대청호자연수변공원 주차장,21,DC콤보,대전광역시 ,동구 ,대전광역시 동구 대청호수로545번길 1,24시간 이용가능,,급속(200kW동시),,"('36.3371309646692', '127.477792722123')","(998181.728693383, 1815523.7717764452)"
1629,환경부(한국자동차환경협회),덕명지구 공영주차장,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 덕명동 513,24시간 이용가능,,급속(100kW단독),,"('36.3592967919857', '127.301491042236')","(982165.9159392887, 1817990.7006507486)"
1669,환경부(한국자동차환경협회),도로교통공단 대전세종충청남도지부,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 동서대로 621,09:00 ~ 18:00,,급속(100kW단독),,"('36.332793567936', '127.332200697977')","(984955.6800323245, 1815041.0445094835)"
1678,환경부(한국자동차환경협회),도마2동 옆 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도마동 155-16 ,24시간 이용가능,,급속(100kW멀티),,"('36.3126077387407', '127.37357260207')","(988714.0371260202, 1812794.4780185241)"
1727,환경부(한국자동차환경협회),동구 아름다운복지관,21,DC콤보,대전광역시 ,동구 ,대전광역시 동구 안골로 49,24시간 이용가능,,급속(200kW동시),,"('36.2681156633692', '127.472249657169')","(997678.178809775, 1807842.7663659686)"
1729,환경부(한국자동차환경협회),동구국민체육센터,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 가양동 709,24시간 이용가능,,급속(50kW),,"('36.3394934849687', '127.438093203714')","(994575.2965046841, 1815786.7066743735)"
1895,환경부(한국자동차환경협회),롯데마트 노은점,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 하기동 519 지상4층 주차장 430기둥 옆,10:00~23:00,,급속(50kW),주차요금 별도,"('36.3842012273175', '127.321685518954')","(984000.4472834583, 1820762.42081896)"
1898,환경부(한국자동차환경협회),롯데마트 대덕테크노밸리점,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 관평동 887 옥외주차장 검품장 근처,24시간 이용가능,,급속(50kW),주차요금 별도,"('36.4268340288848', '127.386816605279')","(989917.1650579029, 1825507.2060091135)"
1918,환경부(한국자동차환경협회),롯데마트 서대전점,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 유성대로 26-37 (원내동),10:00~23:00,,급속(50kW),,"('36.3005094043028', '127.324776343089')","(984281.2277084306, 1811448.0030988345)"
2124,환경부(한국자동차환경협회),만년동 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 만년동 74 ,24시간 이용가능,,급속(100kW멀티),,"('36.3663491663005', '127.372614343763')","(988626.9858533114, 1818775.5892804922)"
2218,환경부(한국자동차환경협회),목원대학교,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도안북로 88 정문 오른쪽 캠퍼스타운 주차장 ,24시간 이용가능,,급속(50kW),주차요금 별도,"('36.328866131856', '127.337446736796')","(985432.2471046268, 1814603.943501279)"
2412,환경부(한국자동차환경협회),반석역 환승주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 반석로12번길 18-4,24시간 이용가능,,급속(100kW멀티),50% 할인요금적용,"('36.3924751036156', '127.313500376958')","(983256.8826069473, 1821683.2555818935)"
2488,환경부(한국자동차환경협회),변동 공영주차장(A),1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 변동 57-1,08:00 ~ 19:00,,급속(100kW단독),19:00 ~ 08:00 : 거주자 주차장 등록제(월 13000원),"('36.323298308001', '127.376343152198')","(988965.722828076, 1813984.2767846338)"
2489,환경부(한국자동차환경협회),변동 공영주차장(B),1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 변동 18-1,08:00 ~ 19:00,,급속(100kW단독),19:00 ~ 08:00 : 거주자 주차장 등록제(월 13000원),"('36.3285579165806', '127.378322697265')","(989145.5510812821, 1814569.6409168758)"
2490,환경부(한국자동차환경협회),변동 제1공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 변동 47-32,24시간 이용가능,,급속(100kW멀티),,"('36.324519832949', '127.380279825621')","(989323.34292822, 1814120.225473662)"
2542,환경부(한국자동차환경협회),보문종합사회복지관,21,DC콤보,대전광역시 ,중구 ,대전광역시 중구 부용로41번길 55,24시간 이용가능,,급속(200kW동시),,"('36.3100424013226', '127.433592465232')","(994166.4349168128, 1812508.9707438038)"
2565,환경부(한국자동차환경협회),복수동 제1공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 복수동 613,24시간 이용가능,,급속(100kW멀티),,"('36.3005851253044', '127.378968002313')","(989204.1726714144, 1811456.4304100543)"
2566,환경부(한국자동차환경협회),복수동 제3공영주차장,21,DC콤보,대전광역시 ,서구 ,대전광역시 서구 복수동 690,24시간 이용가능,,급속(200kW동시),,"('36.2978898247818', '127.380400569448')","(989334.3116865759, 1811156.4589905716)"
2568,환경부(한국자동차환경협회),복수동 제5공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 복수동 781,24시간 이용가능,,급속(100kW멀티),,"('36.29764582182', '127.37794492508')","(989111.2330385805, 1811129.3028667201)"
2780,환경부(한국자동차환경협회),사정동 제2 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 사정동 403번지,24시간 이용가능,,급속(100kW멀티),,"('36.2963966598694', '127.385212208108')","(989771.416448529, 1810990.2783385306)"
3031,환경부(한국자동차환경협회),서구국민체육센터,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 정림서로 181,24시간 이용가능,,급속(50kW),,"('36.3037791474272', '127.36288842982')","(987743.4524878132, 1811811.9066703077)"
3165,환경부(한국자동차환경협회),석교동주민센터,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 석교동 12-4,24시간 이용가능,,급속(50kW),,"('36.3097176295817', '127.442419022886')","(994968.2678587358, 1812472.825520179)"
3361,환경부(한국자동차환경협회),셀프세차장(워시하우스),1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 용운동423-22,24시간 이용가능,,급속(50kW),,"('36.3275498721642', '127.456413310755')","(996239.5540670146, 1814457.4513810694)"
3414,환경부(한국자동차환경협회),송강(GS마트앞) 공영주차장,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 송강동 36-8,24시간 이용가능,,급속(100kW단독),"최초 1시간 무료, 10분당 100원, 2시간 이후 10분당 200원(최대 2400원) / 전기차 50% 할인 / 주말, 공휴일 무료","('36.4342179587808', '127.386265179862')","(989867.0717959886, 1826328.9948648228)"
3415,환경부(한국자동차환경협회),송강(프라자옆) 공영주차장,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 송강동 16-1,08:00 ~ 22:00,,급속(100kW단독),"최초 1시간 무료, 10분당 100원, 2시간 이후 10분당 200원(최대 2400원) / 전기차 50% 할인 / 주말, 공휴일 무료","('36.4358205274453', '127.386004455978')","(989843.3867981525, 1826507.3515241554)"
3455,환경부(한국자동차환경협회),송촌먹자골목 공영주차장,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 송촌동 458,24시간 이용가능,,급속(100kW단독),"10분당 기본 요금 150원, 추가 10분당 150원, 전기차 이용시 50% 감면","('36.3653776619508', '127.438100426172')","(994575.9526160437, 1818667.4664435883)"
3469,환경부(한국자동차환경협회),수도시설관리사업소,1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 중리동 20-3,24시간 이용가능,,급속(50kW),,"('36.3605737779523', '127.426420863562')","(993514.94350977, 1818132.821831614)"
3515,환경부(한국자동차환경협회),수통골 공영주차장,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 수통골로 39,24시간 이용가능,,급속(100kW단독),,"('36.3453223779949', '127.290521407595')","(981169.3989775461, 1816435.428885651)"
3569,환경부(한국자동차환경협회),스튜디오큐브,21,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로 480,24시간 이용가능,,급속(200kW동시),,"('36.376626341108', '127.38719915966')","(989951.9175307006, 1819919.3796257328)"
3632,환경부(한국자동차환경협회),신대노인복지관,1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 신대동 169-1,24시간 이용가능,,급속(100kW멀티),,"('36.3986903696819', '127.420491560479')","(992976.3065098244, 1822374.9788864874)"
3660,환경부(한국자동차환경협회),신성동 제2공영주차장,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 신성동 211-2,24시간 이용가능,,급속(100kW단독),,"('36.3885206759451', '127.348863310022')","(986469.3654077436, 1821243.150565175)"
3661,환경부(한국자동차환경협회),신성동 행정복지센터,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 신성로55(하기동 18-6),24시간 이용가능,,급속(100kW단독),,"('36.3892216209015', '127.347374004994')","(986334.072139537, 1821321.1617004038)"
3701,환경부(한국자동차환경협회),신탄진휴게소(서울방향),1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 산업단지로 27 (상서동) 236-1,24시간 이용가능,,급속(50kW),,"('36.4281311186935', '127.418571981966')","(992801.9258116334, 1825651.564631779)"
3854,환경부(한국자동차환경협회),안영동 제2노외 공영주차장,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 안영동 697,24시간 이용가능,,급속(100kW멀티),,"('36.2852281384252', '127.382508002616')","(989525.757707012, 1809747.286248022)"
3855,환경부(한국자동차환경협회),안영동 제3노외 주차장,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 안영동 663,24시간 이용가능,,급속(100kW멀티),,"('36.2905674517956', '127.379687761039')","(989269.5578735918, 1810341.5210642703)"
4215,환경부(한국자동차환경협회),오월드 내 주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 사정동 142 플라워랜드 주차장,24시간 이용가능,,급속(50kW),주차요금 별도,"('36.2920677016009', '127.39573687785')","(990727.5113648936, 1810508.4902240722)"
4221,환경부(한국자동차환경협회),오정농수산물시장,11,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 오정동 45-1 ,24시간 이용가능,,급속(200kW동시),50% 할인요금 적용,"('36.3578361276142', '127.407326724892')","(991780.3704198515, 1817828.1371216609)"
4286,환경부(한국자동차환경협회),온천2동 주민센터,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 장대로 120,24시간 이용가능,,급속(50kW),,"('36.3654196236635', '127.333415918117')","(985066.0745460334, 1818672.1365404534)"
4351,환경부(한국자동차환경협회),용두동 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,중구 ,대전광역시 중구 동서대로 1322번길 81,24시간 이용가능,,급속(100kW멀티),,"('36.3257812272141', '127.421339922096')","(993053.3744130591, 1814260.6113879806)"
4357,환경부(한국자동차환경협회),용문동 제2공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 용문동 263-9,24시간 이용가능,,급속(100kW멀티),,"('36.3357129931976', '127.390484189326')","(990250.3402119596, 1815365.9597211462)"
4411,환경부(한국자동차환경협회),우암사적공원,1,DC차데모+AC3상+DC콤보,대전광역시 ,동구 ,대전광역시 동구 가양동 65,24시간 이용가능,,급속(50kW),,"('36.347734144114', '127.456567624417')","(996253.5724173656, 1816703.8445595768)"
4580,환경부(한국자동차환경협회),월평1동 공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 월평동 1275,24시간 이용가능,,급속(100kW멀티),,"('36.3543694751163', '127.355709706266')","(987091.3141058758, 1817442.318671389)"
4581,환경부(한국자동차환경협회),월평동공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 월평동 1184,24시간 이용가능,,급속(50kW),,"('36.3549763749064', '127.357113450522')","(987218.8347578235, 1817509.8631214395)"
4604,환경부(한국자동차환경협회),유등노인복지관,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 도마동 413-5,24시간 이용가능,,급속(50kW),,"('36.3160391986021', '127.38115530131')","(989402.8739611335, 1813176.3797311117)"
4612,환경부(한국자동차환경협회),유승기업(현대블루핸즈),1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 계룡로 510 현대사무실 옆,24시간 이용가능,,급속(50kW),주차요금 별도,"('36.3434103037993', '127.380226504859')","(989318.4990983669, 1816222.6260438906)"
4931,환경부(한국자동차환경협회),장대동 공영주차장,11,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 장대동 263-2,24시간 이용가능,,급속(200kW동시),,"('36.3601257810426', '127.331726305929')","(984912.5847298988, 1818082.9623566503)"
4934,환경부(한국자동차환경협회),장동 주차장 1,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 장동 366-11,24시간 이용가능,,급속(100kW멀티),,"('36.4140007622027', '127.437511031219')","(994522.4100791181, 1824078.9373648772)"
4935,환경부(한국자동차환경협회),장동 주차장 2,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 장동 326-17,24시간 이용가능,,급속(100kW멀티),,"('36.4150286964494', '127.440678698666')","(994810.1711981894, 1824193.3405242027)"
4936,환경부(한국자동차환경협회),장동 주차장 4,1,DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 장동 210-14,24시간 이용가능,,급속(100kW멀티),,"('36.417352043353', '127.441906492822')","(994921.7079760327, 1824451.9156488609)"
5021,환경부(한국자동차환경협회),전민동 공영주차장(전민동 행정복지센터),91,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 유성대로1719(전민동 462-6),24시간 이용가능,,급속(100kW단독),,"('36.4000132731016', '127.400381046009')","(991149.4025668425, 1822522.2104153347)"
5051,환경부(한국자동차환경협회),정림동 제2공영주차장,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,대전광역시 서구 정림동 127-1,24시간 이용가능,,급속(100kW멀티),,"('36.3055078939866', '127.368395842823')","(988243.7636333002, 1812004.3062023823)"
5683,환경부(한국자동차환경협회),충남대학교 관절염재활센터,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 문화로 266,24시간 이용가능,,급속(100kW멀티),50% 할인,"('36.3163192395868', '127.413800712178')","(992368.4882881069, 1813207.5466792826)"
5685,환경부(한국자동차환경협회),충남대학교 본원,1,DC콤보,대전광역시 ,중구 ,대전광역시 중구 문화로 282대전광역시 중구 문화로 282,24시간 이용가능,,급속(100kW멀티),50% 할인,"('36.3168435594497', '127.415303889582')","(992505.0417676547, 1813265.9004592116)"
5811,환경부(한국자동차환경협회),타이어프로신탄진,1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 신탄진로556,24시간 이용가능,,급속(50kW),,"('36.4283540721501', '127.421490514603')","(993067.0547216971, 1825676.3780669763)"
5813,환경부(한국자동차환경협회),탄방동 제1공영주차장,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 탄방동 1379,24시간 이용가능,,급속(100kW멀티),,"('36.3455617522925', '127.399809353566')","(991097.4681829731, 1816462.0698658447)"
5893,환경부(한국자동차환경협회),특허청 국제지식재산연수원,1,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 과학로 82,24시간 이용가능,,급속(400kW동시),,"('36.3780932211798', '127.364026829297')","(987846.8683649318, 1820082.6349264532)"
6136,환경부(한국자동차환경협회),한국과학기술원 교육지원동(W8) 주차장,21,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대학로 291,24시간 이용가능,,급속(200kW동시),,"('36.3682827819718', '127.356981924269')","(987206.886489142, 1818990.7895643897)"
6202,환경부(한국자동차환경협회),한국도로공사대전지사,1,DC차데모+AC3상+DC콤보,대전광역시 ,대덕구 ,대전광역시 대덕구 동서대로 1855,24시간 이용가능,,급속(50kW),,"('36.3626823362038', '127.448427620044')","(995514.1081879884, 1818367.492216775)"
6277,환경부(한국자동차환경협회),한국원자력연구원,21,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로 989번길 111,24시간 이용가능,,급속(200kW동시),,"('36.4255832882851', '127.374985452206')","(988842.3849854529, 1825368.0057863737)"
6279,환경부(한국자동차환경협회),한국원자력연구원 제1주차장,11,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 덕진동 453 ,24시간 이용가능,,급속(200kW동시),,"('36.4206504350909', '127.375090855501')","(988851.9601604448, 1824819.007645961)"
6301,환경부(한국자동차환경협회),한국전자통신연구원,21,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 가정로 218,24시간 이용가능,,급속(200kW동시),,"('36.3826593907947', '127.365228585114')","(987956.0397361487, 1820590.8232970976)"
6303,환경부(한국자동차환경협회),한국조폐공사,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 과학로 80-67,24시간 이용가능,,급속(50kW),,"('36.3784711714806', '127.370534224568')","(988438.0211222058, 1820124.6986174118)"
6307,환경부(한국자동차환경협회),한국조폐공사ID본부,1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 테크노10로 7,24시간 이용가능,,급속(50kW),,"('36.4156231315253', '127.413561770658')","(992346.7820704129, 1824259.497723377)"
6326,환경부(한국자동차환경협회),한국지질자원연구원,11,DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 과학로 124,24시간 이용가능,,급속(100kW동시),,"('36.3810575720925', '127.357358372623')","(987241.0842707693, 1820412.5501042486)"
6360,환경부(한국자동차환경협회),한국환경공단 충청권지역본부,21,DC콤보,대전광역시 ,서구 ,대전광역시 서구 청사로 156,24시간 이용가능,,급속(200kW동시),,"('36.3594421604397', '127.381060432671')","(989394.2557882416, 1818006.879322154)"
6545,환경부(한국자동차환경협회),현대자동차(반석점),1,DC차데모+AC3상+DC콤보,대전광역시 ,유성구 ,대전광역시 유성구 반석동 665-2 전시장 뒤편 사무실 입구 주차장,24시간 이용가능,,급속(50kW),주차요금 별도,"('36.3941590413281', '127.313873751339')","(983290.8011389606, 1821870.6681474692)"
6590,환경부(한국자동차환경협회),홈플러스 대전탄방점,1,DC차데모+AC3상+DC콤보,대전광역시 ,서구 ,"대전광역시 서구 둔산중로 1, 지상주차장 5층 J구역(탄방동 591)",10:00~24:00,,급속(50kW),,"('36.3525471565863', '127.385816196595')","(989826.284709113, 1817239.5051180914)"
6591,환경부(한국자동차환경협회),홈플러스 동대전점,1,DC차데모+AC3상,대전광역시 ,동구 ,"대전광역시 동구 한밭대로 1282, 지상주차장 5층(용전동 65-1)",10:00~24:00,,급속(50kW),노후로 철거예정,"('36.3538242656142', '127.437366672136')","(994509.2960348031, 1817381.639994971)"
