 ID	   위도	     경도	        지오이드고	       정밀도
321	36.45148	127.43341	  25.386		-
322	36.36342	127.40919	  25.417		-
323	36.44878	127.41580	  25.325		-
324	36.35893	127.43011	  25.517		-
325	36.44788	127.40589	  25.292		-
326	36.36522	127.42791	  25.500		-
327	36.35534	127.42461	  25.496		-
328	36.44519	127.42681	  25.371		-
329	36.37331	127.40479	  25.387		-
330	36.44519	127.43121	  25.387		-
331	36.39128	127.42020	  25.434		-
332	36.39667	127.44112	  25.523		-
333	36.42722	127.42461	  25.392		-
334	36.35983	127.41140	  25.432		-
335	36.35983	127.44112	  25.567		-
336	36.40925	127.46093	  25.584		-
337	36.37870	127.42791	  25.488		-
338	36.36253	127.44662	  25.591		-
339	36.37870	127.42130	  25.456		-
340	36.42362	127.42240	  25.389		-
341	36.36253	127.41690	  25.452		-
342	36.35174	127.40589	  25.419		-
343	36.44968	127.43451	  25.392		-
344	36.41913	127.44002	  25.473		-
345	36.35174	127.44222	  25.580		-
346	36.42812	127.42681	  25.399		-
347	36.36342	127.44222	  25.569		-
348	36.44788	127.42791	  25.371		-
349	36.45148	127.43231	  25.382		-
350	36.44609	127.40919	  25.306		-
351	36.39577	127.42240	  25.437		-
352	36.36612	127.42791	  25.499		-
353	36.35444	127.45433	  25.633		-
354	36.44788	127.42350	  25.354		-
355	36.36432	127.42130	  25.470		-
356	36.36432	127.42901	  25.506		-
357	36.35803	127.42350	  25.488		-
358	36.34995	127.42461	  25.503		-
359	36.44968	127.46644	  25.530		-
360	36.35444	127.41029	  25.434		-
361	36.37331	127.42350	  25.471		-
362	36.45238	127.42681	  25.361		-
363	36.44429	127.43121	  25.389		-
364	36.36073	127.41360	  25.440		-
365	36.34995	127.41800	  25.474		-
366	36.43800	127.41910	  25.353		-
367	36.35174	127.41029	  25.438		-
368	36.36702	127.43121	  25.514		-
369	36.36792	127.44332	  25.570		-
370	36.39757	127.42130	  25.429		-
371	36.36522	127.41250	  25.429		-
372	36.42991	127.42681	  25.396		-
373	36.34455	127.41580	  25.472		-
374	36.35893	127.44442	  25.584		-
375	36.41105	127.43231	  25.455		-
376	36.35624	127.42571	  25.500		-
377	36.37960	127.41800	  25.439		-
378	36.35084	127.41360	  25.454		-
379	36.44609	127.43011	  25.382		-
380	36.43710	127.42130	  25.362		-
381	36.44070	127.42571	  25.374		-
382	36.44070	127.42461	  25.369		-
383	36.36342	127.43451	  25.533		-
384	36.44609	127.41140	  25.314		-
385	36.37331	127.42901	  25.498		-
386	36.36971	127.43231	  25.517		-
387	36.44878	127.43011	  25.377		-
388	36.37600	127.41910	  25.447		-
389	36.43710	127.43781	  25.427		-
390	36.36612	127.40919	  25.413		-
391	36.40206	127.43451	  25.483		-
392	36.35803	127.42240	  25.483		-
393	36.36432	127.43121	  25.517		-
394	36.44159	127.42681	  25.376		-
395	36.43441	127.44662	  25.470		-
396	36.39847	127.43561	  25.495		-
397	36.36522	127.41029	  25.419		-
398	36.44788	127.41800	  25.334		-
399	36.36522	127.43781	  25.547		-
400	36.43531	127.44992	  25.483		-
401	36.46136	127.46644	  25.513		-
402	36.35803	127.41580	  25.453		-
403	36.44699	127.43011	  25.380		-
404	36.42093	127.41910	  25.380		-
405	36.41105	127.46093	  25.580		-
406	36.43351	127.42350	  25.376		-
407	36.44878	127.42350	  25.353		-
408	36.39128	127.41250	  25.400		-
409	36.36163	127.43781	  25.550		-
410	36.37151	127.42461	  25.478		-
411	36.46675	127.46644	  25.506		-
412	36.34815	127.41580	  25.467		-
413	36.43261	127.42350	  25.378		-
414	36.36702	127.40039	  25.375		-
415	36.36432	127.42461	  25.485		-
416	36.36792	127.41470	  25.435		-
417	36.35174	127.40809	  25.429		-
418	36.35444	127.44112	  25.573		-
419	36.41284	127.46313	  25.585		-
420	36.37331	127.40699	  25.396		-
421	36.36702	127.41690	  25.445		-
422	36.36073	127.45102	  25.612		-
423	36.43620	127.42130	  25.364		-
424	36.41464	127.44002	  25.483		-
425	36.40745	127.43671	  25.482		-
426	36.43980	127.42240	  25.363		-
427	36.41284	127.46423	  25.590		-
428	36.39218	127.42130	  25.438		-
429	36.35174	127.44442	  25.590		-
430	36.43531	127.40369	  25.301		-
431	36.38768	127.42240	  25.451		-
432	36.34815	127.41029	  25.443		-
433	36.43531	127.42240	  25.369		-
434	36.44878	127.42020	  25.341		-
435	36.35983	127.45213	  25.618		-
436	36.43261	127.42240	  25.374		-
437	36.37151	127.43121	  25.510		-
438	36.41733	127.44002	  25.477		-
439	36.44159	127.46533	  25.539		-
440	36.36432	127.43561	  25.537		-
441	36.36612	127.41360	  25.432		-
442	36.43980	127.42571	  25.375		-
443	36.36612	127.42350	  25.478		-
444	36.44249	127.43231	  25.396		-
445	36.36612	127.40699	  25.404		-
446	36.44788	127.42901	  25.375		-
447	36.35803	127.44002	  25.564		-
448	36.42273	127.42130	  25.386		-
449	36.35803	127.44882	  25.605		-
450	36.43800	127.43671	  25.421		-
451	36.45058	127.42791	  25.367		-
452	36.41464	127.44332	  25.497		-
453	36.37061	127.42571	  25.484		-
454	36.45238	127.43561	  25.394		-
455	36.36163	127.44552	  25.586		-
456	36.45148	127.42461	  25.354		-
457	36.35803	127.42681	  25.503		-
458	36.36881	127.43231	  25.517		-
459	36.35893	127.41250	  25.438		-
460	36.38229	127.42681	  25.480		-
461	36.38768	127.42791	  25.478		-
462	36.35354	127.41029	  25.436		-
463	36.35624	127.40919	  25.427		-
464	36.39487	127.42461	  25.449		-
465	36.36163	127.42130	  25.473		-
466	36.35354	127.40589	  25.416		-
467	36.44429	127.40919	  25.308		-
468	36.34545	127.41800	  25.480		-
469	36.35084	127.41029	  25.439		-
470	36.36073	127.43781	  25.551		-
471	36.36792	127.44222	  25.565		-
472	36.35713	127.40919	  25.426		-
473	36.36612	127.43451	  25.530		-
474	36.36342	127.42461	  25.486		-
475	36.35983	127.44882	  25.603		-
476	36.44249	127.42571	  25.371		-
477	36.35893	127.42791	  25.507		-
478	36.44699	127.42571	  25.364		-
479	36.35713	127.42461	  25.494		-
480	36.42902	127.41910	  25.367		-
481	36.43620	127.42240	  25.368		-
482	36.42452	127.46644	  25.575		-
483	36.35893	127.44332	  25.579		-
484	36.35893	127.41029	  25.428		-
485	36.36522	127.44552	  25.583		-
486	36.43531	127.42350	  25.374		-
487	36.40296	127.43451	  25.481		-
488	36.42452	127.42461	  25.397		-
489	36.35803	127.41250	  25.439		-
490	36.36881	127.44112	  25.559		-
491	36.35983	127.42571	  25.496		-
492	36.44249	127.41910	  25.346		-
493	36.36881	127.42461	  25.480		-
494	36.44788	127.42681	  25.366		-
495	36.44788	127.43451	  25.395		-
496	36.36792	127.43781	  25.544		-
497	36.37870	127.42571	  25.477		-
498	36.44699	127.41910	  25.339		-
499	36.35534	127.44332	  25.582		-
500	36.36702	127.42681	  25.493		-
501	36.43800	127.42240	  25.365		-
502	36.35534	127.45323	  25.627		-
503	36.42273	127.42240	  25.391		-
504	36.36792	127.44992	  25.601		-
505	36.36342	127.40259	  25.389		-
506	36.36073	127.43011	  25.515		-
507	36.35983	127.44992	  25.609		-
508	36.44429	127.40479	  25.293		-
509	36.45058	127.43341	  25.387		-
510	36.43620	127.42461	  25.376		-
511	36.44699	127.40039	  25.275		-
512	36.46316	127.46754	  25.515		-
513	36.45328	127.42130	  25.340		-
514	36.46765	127.47414	  25.541		-
515	36.45058	127.42240	  25.347		-
516	36.36253	127.44442	  25.580		-
517	36.36702	127.42350	  25.477		-
518	36.35713	127.42901	  25.514		-
519	36.35983	127.41800	  25.460		-
520	36.43531	127.43561	  25.421		-
521	36.35893	127.41910	  25.467		-
522	36.36522	127.40589	  25.401		-
523	36.45238	127.42020	  25.337		-
524	36.44249	127.42020	  25.350		-
525	36.35893	127.40699	  25.414		-
526	36.35983	127.44442	  25.583		-
527	36.41374	127.44662	  25.514		-
528	36.40925	127.42791	  25.439		-
529	36.34455	127.41360	  25.462		-
530	36.39397	127.41580	  25.410		-
531	36.44788	127.44112	  25.422		-
532	36.40026	127.42350	  25.435		-
533	36.36881	127.41690	  25.443		-
534	36.36073	127.42461	  25.490		-
535	36.35803	127.41800	  25.463		-
536	36.44968	127.40699	  25.293		-
537	36.35534	127.40699	  25.419		-
538	36.36073	127.40699	  25.411		-
539	36.35264	127.42240	  25.490		-
540	36.36971	127.39929	  25.368		-
541	36.36073	127.44992	  25.608		-
542	36.44339	127.42681	  25.374		-
543	36.39307	127.41250	  25.397		-
544	36.37510	127.41360	  25.423		-
545	36.38768	127.42571	  25.467		-
546	36.43800	127.41140	  25.325		-
547	36.43800	127.42130	  25.361		-
548	36.36163	127.42461	  25.489		-
549	36.35174	127.40919	  25.433		-
550	36.37690	127.42461	  25.473		-
551	36.44070	127.43121	  25.394		-
552	36.44968	127.42240	  25.347		-
553	36.37241	127.42571	  25.483		-
554	36.46765	127.46864	  25.516		-
555	36.36253	127.42350	  25.482		-
556	36.39307	127.42571	  25.458		-
557	36.34725	127.41250	  25.454		-
558	36.41284	127.42461	  25.418		-
559	36.35264	127.41029	  25.437		-
560	36.39667	127.42240	  25.436		-
561	36.36432	127.43671	  25.543		-
562	36.44968	127.43121	  25.380		-
563	36.44788	127.43561	  25.400		-
564	36.36432	127.42791	  25.501		-
565	36.35893	127.41360	  25.442		-
566	36.35084	127.41800	  25.473		-
567	36.44609	127.41470	  25.325		-
568	36.43890	127.42240	  25.364		-
569	36.45328	127.42350	  25.349		-
570	36.45148	127.43121	  25.378		-
571	36.35803	127.40919	  25.425		-
572	36.43710	127.41910	  25.354		-
573	36.39757	127.41800	  25.413		-
574	36.41464	127.44442	  25.502		-
575	36.38768	127.42020	  25.440		-
576	36.36253	127.42130	  25.472		-
577	36.35624	127.41250	  25.441		-
578	36.43890	127.42130	  25.360		-
579	36.46675	127.46754	  25.511		-
580	36.34545	127.41690	  25.475		-
581	36.37061	127.40919	  25.408		-
582	36.36612	127.43892	  25.551		-
583	36.35534	127.44772	  25.602		-
584	36.34545	127.41360	  25.461		-
585	36.35983	127.41580	  25.451		-
586	36.35983	127.43011	  25.516		-
587	36.37421	127.41910	  25.449		-
588	36.39667	127.41690	  25.410		-
589	36.36073	127.44442	  25.582		-
590	36.41194	127.44222	  25.498		-
591	36.43890	127.42020	  25.356		-
592	36.39847	127.41910	  25.417		-
593	36.36612	127.42240	  25.473		-
594	36.36702	127.44002	  25.555		-
595	36.35264	127.41360	  25.451		-
596	36.36522	127.42350	  25.479		-
597	36.39757	127.43011	  25.471		-
598	36.42362	127.42130	  25.385		-
599	36.45238	127.42240	  25.345		-
600	36.35713	127.42240	  25.484		-
601	36.43620	127.43561	  25.419		-
602	36.36342	127.42901	  25.507		-
603	36.43171	127.42130	  25.371		-
604	36.35893	127.44222	  25.573		-
605	36.36522	127.41470	  25.438		-
606	36.44070	127.42130	  25.357		-
607	36.41554	127.44552	  25.505		-
608	36.42183	127.42130	  25.388		-
609	36.36073	127.41910	  25.464		-
610	36.39577	127.44222	  25.530		-
611	36.42452	127.42020	  25.379		-
612	36.35713	127.44442	  25.585		-
613	36.39757	127.42020	  25.424		-
614	36.41105	127.44112	  25.495		-
615	36.36253	127.43892	  25.555		-
616	36.44519	127.40589	  25.296		-
617	36.42452	127.42240	  25.388		-
618	36.42452	127.42130	  25.383		-
619	36.43800	127.43231	  25.403		-
620	36.36163	127.43121	  25.519		-
621	36.35803	127.44772	  25.600		-
622	36.36702	127.41360	  25.431		-
623	36.39487	127.41580	  25.408		-
624	36.44699	127.41360	  25.320		-
625	36.35803	127.43892	  25.559		-
626	36.45148	127.42681	  25.362		-
627	36.42812	127.41029	  25.335		-
628	36.37061	127.40039	  25.371		-
629	36.45058	127.40589	  25.289		-
630	36.37870	127.41690	  25.435		-
631	36.38409	127.42020	  25.446		-
632	36.36432	127.42020	  25.465		-
633	36.35983	127.42240	  25.481		-
634	36.36522	127.41140	  25.424		-
635	36.36522	127.42240	  25.474		-
636	36.45328	127.43341	  25.385		-
637	36.36702	127.42240	  25.472		-
638	36.35534	127.42571	  25.501		-
639	36.35444	127.44552	  25.593		-
640	36.35983	127.42901	  25.511		-
641	36.36342	127.43121	  25.518		-
642	36.35264	127.42571	  25.504		-
643	36.35713	127.44552	  25.591		-
644	36.43980	127.42020	  25.354		-
645	36.46496	127.46754	  25.513		-
646	36.35174	127.41250	  25.448		-
647	36.36881	127.42350	  25.475		-
648	36.36342	127.42571	  25.492		-
649	36.36522	127.42130	  25.469		-
650	36.35444	127.40699	  25.420		-
651	36.36792	127.44002	  25.555		-
652	36.44788	127.45213	  25.468		-
653	36.40745	127.42350	  25.422		-
654	36.43171	127.40919	  25.326		-
655	36.45058	127.46754	  25.534		-
656	36.38499	127.42350	  25.461		-
657	36.35534	127.44552	  25.592		-
658	36.44339	127.42350	  25.361		-
659	36.40026	127.42461	  25.440		-
660	36.35803	127.45213	  25.620		-
661	36.37690	127.42130	  25.457		-
662	36.45238	127.41910	  25.333		-
663	36.46585	127.47304	  25.537		-
664	36.45238	127.41800	  25.329		-
665	36.36702	127.43892	  25.550		-
666	36.35893	127.41470	  25.447		-
667	36.35624	127.42240	  25.485		-
668	36.35624	127.43892	  25.561		-
669	36.44788	127.41250	  25.315		-
670	36.42722	127.42571	  25.396		-
671	36.45238	127.42571	  25.357		-
672	36.39577	127.42461	  25.448		-
673	36.36342	127.42681	  25.497		-
674	36.45238	127.43451	  25.390		-
675	36.35264	127.44222	  25.579		-
676	36.42542	127.42240	  25.386		-
677	36.41374	127.43892	  25.479		-
678	36.36432	127.41029	  25.421		-
679	36.44159	127.43011	  25.389		-
680	36.34725	127.41580	  25.468		-
681	36.34995	127.41910	  25.479		-
682	36.37960	127.42020	  25.450		-
683	36.40116	127.42240	  25.428		-
684	36.35444	127.41140	  25.439		-
685	36.37510	127.41140	  25.414		-
686	36.36163	127.43011	  25.514		-
687	36.35624	127.41470	  25.451		-
688	36.35264	127.41250	  25.446		-
689	36.35534	127.41580	  25.457		-
690	36.44070	127.43011	  25.390		-
691	36.43441	127.42350	  25.375		-
692	36.44788	127.41029	  25.307		-
693	36.36881	127.43781	  25.543		-
694	36.43531	127.41360	  25.337		-
695	36.45238	127.42901	  25.369		-
696	36.35174	127.42350	  25.496		-
697	36.36702	127.43671	  25.540		-
698	36.34905	127.41250	  25.451		-
699	36.44339	127.44002	  25.426		-
700	36.43531	127.41800	  25.353		-
701	36.36073	127.41140	  25.430		-
702	36.35354	127.44332	  25.584		-
703	36.37241	127.41910	  25.451		-
704	36.35713	127.45213	  25.621		-
705	36.40386	127.42350	  25.428		-
706	36.35354	127.41470	  25.455		-
707	36.36612	127.41250	  25.428		-
708	36.36073	127.40589	  25.407		-
709	36.41374	127.44442	  25.504		-
710	36.43620	127.41910	  25.355		-
711	36.38679	127.41910	  25.436		-
712	36.40206	127.42240	  25.426		-
713	36.37421	127.42461	  25.476		-
714	36.37600	127.42130	  25.458		-
715	36.44699	127.40919	  25.305		-
716	36.43710	127.42240	  25.367		-
717	36.44339	127.42130	  25.353		-
718	36.35624	127.44772	  25.602		-
719	36.46406	127.46533	  25.504		-
720	36.35534	127.41029	  25.433		-
721	36.44609	127.41910	  25.341		-
722	36.43710	127.43231	  25.404		-
723	36.44609	127.42791	  25.373		-
724	36.40925	127.42461	  25.424		-
725	36.44699	127.42681	  25.368		-
726	36.44878	127.42791	  25.369		-
727	36.35803	127.44992	  25.610		-
728	36.45328	127.43561	  25.394		-
729	36.39487	127.44222	  25.531		-
730	36.44878	127.46423	  25.522		-
731	36.43441	127.42020	  25.362		-
