주차장명,주차장구분,소재지지번주소,주차구획수,위도,경도
송촌소리공영주차장,공영,대전광역시 대덕구 송촌동 448-1,24,36.36731791,127.4364683
송촌대양공영주차장,공영,대전광역시 대덕구 송촌동 487-1,29,36.362229,127.439054
송촌진가쟁이공영주차장,공영,대전광역시 대덕구 송촌동 505-2,55,36.3628019,127.4451812
법동생활체육공영주차장,공영,대전광역시 대덕구 법동 440-1,34,36.3749852,127.4283643274
대흥동제11노상,공영,대전광역시 중구 대흥동 172-4,17,36.32348779999968,127.42790499999964
태평2동제2노상,공영,대전광역시 중구 태평동 414-22,62,36.3256533,127.3903261
태평2동제1노상,공영,대전광역시 중구 태평동 365-4,43,36.32938362,127.3962203
삼정동 제1공영주차장,공영,대전광역시 대덕구 삼정동 310-1,11,36.45001037,127.4668463
중리행복길①공영주차장,공영,대전광역시 대덕구 중리동 196-10,34,36.360762,127.4288059
중리행복길②공영주차장,공영,대전광역시 대덕구 중리동 197-17,15,36.360553,127.4279318
중리만남공영주차장,공영,대전광역시 대덕구 중리동 180-1,21,36.36149254,127.4305618
비래동 제2공영주차장,공영,대전광역시 대덕구 비래동 412-2,31,36.36621624,127.4474996
중리구봉공영주차장,공영,대전광역시 대덕구 중리동 164-5,30,36.361489,127.4270616
용호마을테마먹거리촌공영주차장,공영,대전광역시 대덕구 용호동 44-2,47,36.44832071,127.4512973
한촌공원 주차장,공영,대전광역시 대덕구 중리동 223-1,50,36.35715496,127.4217853
비래동로 31번길 공영주차장,공영,대전광역시 대덕구 비래동 128-4,10,36.35661308,127.4497824
비래동로 23번길 공영주차장,공영,대전광역시 대덕구 비래동 128-10,26,36.356673,127.4490253
회덕동 공영주차장,공영,대전광역시 대덕구 읍내동 247-3,66,36.3767305,127.4217681
산디마을 공영주차장,공영,대전광역시 대덕구 장동 670,7,36.3952939,127.4424192
석봉과선교 철도주변 공영주차장,공영,대전광역시 대덕구 석봉동 387-3,15,36.44657096,127.428621
새뜸마을안길 공영주차장,공영,대전광역시 대덕구 장동 783,7,36.40287276,127.4359382
장동욕골지구 공영주차장,공영,대전광역시 대덕구 장동 367-4,91,36.4140307,127.438006
신탄진역앞공영주차장,공영,대전광역시 대덕구 신탄진동 140-25,41,36.45041533,127.4297186
산중골주차장,공영,대전광역시 대덕구 읍내동 11-1,4,36.37825836,127.4314387
신대지구 제1공영주차장,공영,대전광역시 대덕구 신대동 357-5,15,36.3977378,127.4205356
신대지구 제2공영주차장,공영,대전광역시 대덕구 신대동 238-1,14,36.39820079,127.4187879
비래동공영주차장,공영,대전광역시 대덕구 비래동 143-7,25,36.354602,127.4525433
대덕산업단지주차장,공영,대전광역시 대덕구 문평동 80-1,111,36.44610531,127.4035766
남경지구 제1공영주차장,공영,대전광역시 대덕구 신탄진동 266-15,16,36.44350713,127.4317855
남경지구 제2공영주차장,공영,대전광역시 대덕구 신탄진동 295-128,16,36.4428146,127.4304192
남경지구 제3공영주차장,공영,대전광역시 대덕구 신탄진동 295-137,12,36.4429067,127.4314286
송촌도서관 주차장,공영,대전광역시 대덕구 송촌동 165,39,36.360082,127.4401573
벌말지구 주차장,공영,대전광역시 대덕구 미호동 220-6,18,36.46720558,127.4708289
중리미래공영주차장,공영,대전광역시 대덕구 중리동 363-23,50,36.36564901,127.4244429
용호동주차장,공영,대전광역시 대덕구 용호동 177-1,8,36.436087,127.4509039
동춘당생애길①공영주차장,공영,대전광역시 대덕구 중리동 507-1,27,36.36130697,127.4320404
동춘당생애길②공영주차장,공영,대전광역시 대덕구 중리동 506,172,36.36130697,127.4320404
중리정려각공영주자장,공영,대전광역시 대덕구 중리동 498-2,42,36.36293133,127.4363814
송촌공영주차장,공영,대전광역시 대덕구 송촌동 478-1,93,36.36366454,127.4399154
송촌먹자골목공영주차장,공영,대전광역시 대덕구 송촌동 458,173,36.36549657,127.4377195
송촌주민센터공영주차장,공영,대전광역시 대덕구 송촌동 460-1,72,36.36700874,127.4382093
읍내어울림공영주차장,공영,대전광역시 대덕구 읍내동 575-5,35,36.37632865,127.4277639
송촌소리공영주차장,공영,대전광역시 대덕구 송촌동 448-1,24,36.36731791,127.4364683
송촌대양공영주차장,공영,대전광역시 대덕구 송촌동 487-1,29,36.36225469,127.439054
송촌진가쟁이공영주차장,공영,대전광역시 대덕구 송촌동 505-2,54,36.36283038,127.4451787
법동생활체육공영주차장,공영,대전광역시 대덕구 법동 440-1,34,36.37496754,127.428366
사정동제3노상,공영,대전광역시 중구 사정동 350-1,17,36.296549900000095,127.39003529999958
산성동제11노상,공영,대전광역시 중구 산성동 104-42,9,36.3111742,127.39433190000013
산성동제12노상,공영,대전광역시 중구 산성동 161-4,14,36.30787709999971,127.38868259999956
안영동제2노상,공영,대전광역시 중구 안영동 687-2,21,36.287415999999766,127.3811969999994
유천2동제8노상,공영,대전광역시 중구 유천동 171번지 일원,110,36.315454499999696,127.39849660000006
은행동제2노상,공영,대전광역시 중구 은행동 24-8,8,36.33093939999962,127.42316489999973
중촌동제1노상,공영,대전광역시 중구 중촌동 16-1(현대@111106동),75,36.33805739999995,127.40891519999936
중촌동제2노상,공영,대전광역시 중구 중촌동 16-10,16,36.33790889999964,127.40908489999946
중촌동제3노상,공영,대전광역시 중구 중촌동 405-3,18,36.33613499999963,127.41257990000017
중촌동제4노상,공영,대전광역시 중구 중촌동 382-1,120,36.33871310000014,127.41498749999985
중촌동제5노상,공영,대전광역시 중구 중촌동 14-1,11,36.337907999999615,127.41321739999941
중촌동제6노상,공영,대전광역시 중구 중촌동 14-1,23,36.337907999999615,127.41321739999941
중촌동제7노상,공영,대전광역시 중구 중촌동 102-1,19,36.33895009999984,127.41222729999973
중촌동제8노상,공영,대전광역시 중구 중촌동 25-7 일원,49,36.34256450000018,127.41007319999991
중촌동제9노상,공영,대전광역시 중구 중촌동 16-1 (현대@112113동),44,36.33805739999995,127.40891519999936
태평1동제1노상,공영,대전광역시 중구 태평동 278-14,72,36.32452379999978,127.40094329999984
태평1동제2노상,공영,대전광역시 중구 태평동 281-12,21,36.32403640000019,127.40174010000017
태평1동제3노상,공영,대전광역시 중구 태평동 278-1,25,36.3257088999996,127.40135029999936
태평1동제4노상,공영,대전광역시 중구 태평동 262-47,20,36.32721689999959,127.40082549999998
태평1동제5노상,공영,대전광역시 중구 태평동 255-6,14,36.32898670000027,127.40020569999992
태평1동제6노상,공영,대전광역시 중구 태평동 253-1,49,36.33159500000021,127.39693409999974
태평2동제1노상,공영,대전광역시 중구 태평동 365-4,39,36.329393500000066,127.39593169999948
태평2동제2노상,공영,대전광역시 중구 태평동 414-22,62,36.32561719999985,127.38998610000003
태평2동거주자우선주차장,공영,대전광역시 중구 태평동 368번지 일원,361,36.32861229999994,127.39329139999984
태평동 강변4안길,공영,대전광역시 중구 태평동 364-8번지 일원,79,36.32958660000003,127.39342559999928
호동제1노상,공영,대전광역시 중구 호동 247-2,59,36.30553809999964,127.44503149999991
선화동제1노상,공영,대전광역시 중구 선화동 139,37,36.33123030000017,127.4197243999995
선화동제2노상,공영,대전광역시 중구 선화동 243-1,37,36.3303434999997,127.42071639999978
선화동제3노상,공영,대전광역시 중구 선화동 287-2,55,36.32676930000011,127.41821379999945
문화1동제1노상,공영,대전광역시 중구 문화동 1-21,28,36.3221819999998,127.41334789999989
문화1동제2노상,공영,대전광역시 중구 문화동 1-39,24,36.32094659999986,127.40951419999949
문화1동제3노상,공영,대전광역시 중구 문화동 1-30,28,36.32096809999991,127.41250059999945
대흥동제1노상,공영,대전광역시 중구 대흥동 418-1,21,36.32516880000029,127.42512359999957
문화1동제6노상,공영,대전광역시 중구 문화동 19-1,16,36.31362929999976,127.41226079999936
산성동 원당디1길,공영,대전광역시 중구 산성동 168-8,18,36.30846119999989,127.38539279999966
석교동 아래돌다리11길,공영,대전광역시 중구 석교동 58-11,12,36.31023090000006,127.44285819999938
석교동제2노외,공영,"대전광역시 중구 석교동12-10, 12",18,36.3098844999996,127.44225689999952
대사동제3노외,공영,대전광역시 중구 대사동 142-14,21,36.31502620000008,127.42378189999955
유천1동제4노상,공영,대전광역시 중구 유천동 307-1,20,36.31807339999982,127.39331879999943
석교동제4노상,공영,대전광역시 중구 석교동 6-6,2,36.30999290000014,127.4392221999996
충무로(650m),공영,대전광역시 중구 대사동 97-16,18,36.31753870000007,127.42603549999997
선화동제4노상,공영,대전광역시 중구 선화동 226,34,36.32799770000024,127.42228649999983
오류동제2노상,공영,대전광역시 중구 오류동 175-1,51,36.32369749999984,127.40375839999955
오류동제3노상,공영,대전광역시 중구 오류동 175-1,18,36.32369749999984,127.40375839999955
오류동제4노상,공영,대전광역시 중구 오류동 175-1,24,36.32369749999984,127.40375839999955
대흥로(360m),공영,대전광역시 중구 대흥동 508-14,27,36.32395089999976,127.42058020000022
충무로(650m),공영,대전광역시 중구 부사동 87-14,47,36.3197840999997,127.43128509999937
동서로(70m),공영,대전광역시 중구 태평동 335-14,11,36.326687600000135,127.39697909999985
평촌로(350m),공영,대전광역시 중구 유천동 196,29,36.32187869999965,127.39627309999986
유천로(850m),공영,대전광역시 중구 유천동 185-1,68,36.31823200000022,127.39759709999977
용두동제2노상,공영,대전광역시 중구 용두동 144-7,50,36.33180599999993,127.40434429999996
용두동제3노상,공영,대전광역시 중구 용두동 141-11,33,36.33100990000022,127.40522319999941
용두동 제4노상,공영,대전광역시 중구 용두동 160-1,19,36.33358460000016,127.40083750000008
용두동 제5노상,공영,대전광역시 중구 용두동 160-1,9,36.33358460000016,127.40083750000008
유천1동제1노상,공영,대전광역시 중구 유천동 272-36,33,36.31299629999957,127.39725900000012
유천1동제2노상,공영,대전광역시 중구 유천동 297-21,72,36.31499399999985,127.39498529999933
유천1동 제3노상,공영,대전광역시 중구 유천동 332-28,104,36.314961899999844,127.39116909999993
유천2동제1노상,공영,대전광역시 중구 유천동 142-14,102,36.31377339999992,127.40161480000012
유천2동제3노상,공영,대전광역시 중구 유천동 141-1,35,36.31496199999962,127.40236219999996
유천2동제4노상,공영,대전광역시 중구 유천동 137-1,29,36.31655099999957,127.40243719999988
유천2동제5노상,공영,대전광역시 중구 유천동 297-21,41,36.31499399999985,127.39498529999933
유천2동제6노상,공영,대전광역시 중구 유천동 272-1,68,36.313589799999775,127.3967370999996
유천2동제7노상,공영,대전광역시 중구 유천동 200번지 일원,39,36.32199280000012,127.39798269999932
선화동제9노상,공영,대전광역시 중구 선화동 157-1,70,36.33488679999987,127.41449269999934
안영동제1노상,공영,대전광역시 중구 안영동 650,21,36.291736299999734,127.37972949999974
"안영동 창명2길, 4길",공영,대전광역시 중구 안영동 694,14,36.28650870000022,127.3789101999998
안영동 성산3길,공영,대전광역시 중구 안영동 650,11,36.291736299999734,127.37972949999974
오류동제1노상,공영,대전광역시 중구 오류동 116-3,21,36.32397239999973,127.4024349999997
오류동제6노상,공영,대전광역시 중구 오류동 184-34,10,36.32712160000001,127.40355069999988
오류동제7노상,공영,대전광역시 중구 오류동 186-36,8,36.326869499999816,127.40411320000014
오류동제8노상,공영,대전광역시 중구 오류동 168-7,10,36.321031599999706,127.4053284999996
오류동제9노상,공영,대전광역시 중구 오류동 190-17,17,36.329022899999885,127.40172189999954
옥계동제1노상,공영,대전광역시 중구 옥계동 201,7,36.29633579999992,127.45413599999965
옥계동제2노상,공영,대전광역시 중구 옥계동 47-23,59,36.299030399999744,127.45307009999999
옥계동제3노상,공영,대전광역시 중구 옥계동 149-14,14,36.29703149999956,127.45566979999984
옥계동제4노상,공영,대전광역시 중구 옥계동 27-8,42,36.300453499999584,127.44997429999998
용두동제1노상,공영,대전광역시 중구 용두동 27-13,54,36.32640630000014,127.40848629999937
중앙시장 제3공영주차장,공영,대전광역시 동구 중동 93-2,53,36.33015952,127.431466
천동 주차장,공영,대전광역시 동구 천동 513,14,36.31619595,127.446539
선화교 하상주차장(삼성동 삼성빌라맨션앞),공영,대전광역시 동구 삼성동 448-4,70,36.33476369,127.4242191
신흥초~제1치수교 하상주차장,공영,대전광역시 동구 신흥동 206-3,51,36.3221879,127.4439629
인동시장노외공영주차장,공영,대전광역시 동구 인동 30-1,31,36.32275269,127.436145
정동 노외공영주차장,공영,대전광역시 동구 정동 3-4,44,36.33491322,127.4313293
용운시장 주차장,공영,대전광역시 동구 용운동 349-4,22,36.32718065,127.4606901
용전동 제2공영주차장(BBS부지),공영,대전광역시 동구 용전동 232,30,36.35348041,127.4358163
용전동주민센터옆공영주차장,공영,대전광역시 동구 용전동 28-34,17,36.35768948,127.432148
대동복지센터주차장,공영,대전광역시 동구 대동 1-842,19,36.33039612,127.4506836
대동이스트시티옆 공영주차장,공영,대전광역시 동구 신흥동 258,15,36.32696603,127.4407116
대성동 노외공영주차장,공영,대전광역시 동구 대성동 419,15,36.29951728,127.4595185
대전천주변노외공영주차장,공영,대전광역시 동구 중동 51-16,57,36.331979499999946,127.4274560999998
세천4 공한지 주차장,공영,대전광역시 동구 세천동 321-4,5,36.33306946,127.4848769
세천5 공한지 주차장,공영,대전광역시 동구 세천동 18-21,11,36.33869794,127.4919802
세천6 공한지 주차장,공영,대전광역시 동구 세천동 35-2,10,36.34100791,127.4913323
목동제2노외,공영,대전광역시 중구 목동 131-10,51,36.32893928,127.4099207
태평시장공영주차장,공영,대전광역시 중구 태평동 333-8,120,36.3259447,127.397699
대사동제6노외,공영,대전광역시 중구 대사동 129-6,68,36.316668,127.424859
대사동제7노외,공영,대전광역시 중구 대사동 203-5,34,36.3137673,127.4223326
선화동제5노외,공영,대전광역시 중구 선화동 367-2,37,36.3280732,127.4186346
산성동제3노외,공영,대전광역시 중구 산성동 164-15,21,36.3078283361,127.3869401
용두동제2노외,공영,대전광역시 중구 용두동 34-26,13,36.3272584303,127.4078469
석교동제3노외,공영,대전광역시 중구 석교동 34-26,10,36.30724824,127.4418674
호동제1노외,공영,대전광역시 중구 호동 17-12,6,36.3040151486,127.4482490529
유천동제1노외,공영,대전광역시 중구 유천동 276-18,28,36.312927514,127.3951988
문창시장제2공영주자창,공영,대전광역시 중구 문창동 122-9,42,36.31553812,127.436165
대사동제4노외,공영,대전광역시 중구 대사동 233-38,9,36.31678122,127.4208903
대사동제5노외,공영,대전광역시 중구 대사동 233-191,11,36.3169709,127.4209979
선화동제4노외,공영,대전광역시 중구 선화동 381-108,49,36.32465605,127.4167534
문화2동제1노외,공영,대전광역시 중구 문화동 571-14,34,36.30726836,127.3991626
부사시장공영주차장,공영,대전광역시 중구 부사동 150-1,32,36.31391761,127.4350412
부사동제4노외,공영,대전광역시 중구 부사동 133-2,9,36.3143023,127.4333122057
안영동제4노외,공영,대전광역시 중구 안영동 71-7,247,36.28533721,127.3844931
오류동제3노외,공영,대전광역시 중구 대사동 197-6,10,36.31047717,127.4195651
석교동제2노외,공영,대전광역시 중구 석교동 12-10,17,36.30986902,127.4425659
대사동제3노외,공영,대전광역시 중구 대사동 142-14,21,36.31094828,127.4189042
산성동제5노상,공영,대전광역시 중구 산성동 36-1번지 일원,79,36.308465899999675,127.38951079999978
산성동제6노상,공영,대전광역시 중구 산성동 321번지 일원,31,36.3059382000003,127.39073869999937
산성동잔디1길,공영,대전광역시 중구 산성동 120-15,17,36.30327459999993,127.38211119999956
산성동제7노상,공영,대전광역시 중구 산성동 275-1,32,36.302452699999975,127.38777609999961
산성동 제8노상,공영,대전광역시 중구 산성동 147-31,37,36.311298799999804,127.39027050000018
산성동 제9노상,공영,대전광역시 중구 산성동 145-4,11,36.31176669999999,127.38913269999952
산성동 제10노상,공영,대전광역시 중구 산성동 64-48,6,36.30810169999994,127.39446459999986
석교동제1노상,공영,대전광역시 중구 석교동 84-15,17,36.30759369999983,127.4474263999999
석교동제2노상,공영,대전광역시 중구 석교동 9-1,20,36.30961109999972,127.44117929999932
석교동제3노상,공영,대전광역시 중구 석교동 12-4,44,36.30971709999989,127.44215539999965
선화동제5노상,공영,대전광역시 중구 선화동 287-2,20,36.32676930000011,127.41821379999945
선화동제6노상,공영,대전광역시 중구 선화동 120-5,30,36.33524240000002,127.41756789999945
선화동제7노상,공영,대전광역시 중구 선화동 151-1,16,36.33318750000002,127.41732819999984
선화동제1노외,공영,대전광역시 중구 선화동136-11,113,36.33230190000006,127.42003480000002
대흥동제4노외,공영,대전광역시 중구 대흥동 480,23,36.3261082999998,127.4222925999999
중촌동제1노외,공영,대전광역시 중구 중촌동 404-2,32,36.33659330000004,127.41260190000018
부사시장공영주차장,공영,대전광역시 중구 부사동 150-1,24,36.31382190000012,127.43492949999985
부사동제4노외,공영,대전광역시 중구 부사동 133-2,10,36.314322299999766,127.4330431999997
유등천제2하상,공영,대전광역시 중구 안영동 71-7,272,36.28535119999968,127.38365499999966
부사동사득4길,공영,대전광역시 중구 부사동 364-67,12,36.31014810000003,127.43628789999991
부사동소라티1길,공영,대전광역시 중구 부사동 300-8,9,36.311985099999745,127.43256099999935
사정동제1노상,공영,대전광역시 중구 사정동 439-14,22,36.3000001000002,127.38525789999974
오류동제3노외,공영,대전광역시 중구 대사동 197-6,10,36.31079499999968,127.41910259999928
사정동제2노상,공영,대전광역시 중구 사정동 431-1,9,36.29848950000006,127.38585599999935
산성동제1노상,공영,대전광역시 중구 산성동 37-1,148,36.30877629999998,127.39147809999945
산성동제2노상,공영,대전광역시 중구 산성동 145-40,16,36.310882799999845,127.3891103999999
산성동제3노상,공영,대전광역시 중구 산성동 78-5,46,36.30693059999983,127.38397359999996
산성동제4노상,공영,대전광역시 중구 산성동 136-95,19,36.31237429999963,127.39094449999934
대흥동제4노상,공영,대전광역시 중구 대흥동 496-1,22,36.32681199999998,127.42200810000018
대흥동제5노상,공영,대전광역시 중구 대흥동452-96,19,36.32363099999963,127.42371889999973
대흥동제9노상,공영,대전광역시 중구 대흥동 114-1,23,36.32501859999979,127.43086990000008
대흥동제10노상,공영,대전광역시 중구 대흥동 499-1,23,36.32550360000007,127.42026549999977
문창동제1노상,공영,대전광역시 중구 부사동 126-2,14,36.31561450000015,127.43391829999977
문창동제2노상,공영,대전광역시 중구 문창동 53-33,28,36.32155790000006,127.43384100000011
문창동제3노상,공영,대전광역시 중구 문창동 367-29,250,36.314829600000095,127.43846539999988
학하지구 공영(14),공영,대전광역시 유성구 복용동 569-1,21,36.34380310000016,127.30989529999937
대사동제2노상,공영,대전광역시 중구 대사동 172,12,36.3140574999996,127.42659469999953
대사동제1노상,공영,대전광역시 중구 대사동 248-219,25,36.32053389999962,127.41621209999964
대사동제3노상,공영,대전광역시 중구 대사동 95-16,14,36.31681999999996,127.42628199999928
대사동제4노상,공영,대전광역시 중구 대사동 77-39,33,36.318366600000175,127.42749800000011
원내동공영,공영,대전광역시 유성구 원내동 213-5~6,34,36.299698899999896,127.31223459999924
원내동공영,공영,대전광역시 유성구 원내동 341-6,127,36.29831710000013,127.31884430000018
학하지구 공영,공영,대전광역시 유성구 덕명동 588,62,36.35003519999988,127.29780880000001
수통골 공영주차장,공영,대전광역시 유성구 계산동 354,177,36.345369800000235,127.28932519999996
세동 공영주차장,공영,대전광역시 유성구 세동 136,12,36.29260159999985,127.2733342999993
학하지구 공영(2),공영,대전광역시 유성구 복용동 604-1,46,36.34221380000021,127.31418949999967
학하지구 공영(3),공영,대전광역시 유성구 학하동 714-9,34,36.34186070000002,127.30695509999963
학하지구 공영(4),공영,대전광역시 유성구 학하동 721-1,40,36.34038320000029,127.30601590000012
학하지구 공영(5),공영,대전광역시 유성구 덕명동 595,30,36.34767220000022,127.29663110000008
학하지구 공영(6),공영,대전광역시 유성구 계산동 758-7,34,36.337346800000255,127.29963899999956
학하지구 공영(7),공영,대전광역시 유성구 학하동 747-1,46,36.3389948999997,127.31003189999987
학하지구 공영(8),공영,대전광역시 유성구 학하동 778-2,45,36.33723459999978,127.31185109999943
학하지구 공영(9),공영,대전광역시 유성구 학하동 731-1,22,36.33875110000017,127.30650490000012
학하지구 공영(10),공영,대전광역시 유성구 학하동 716-6,34,36.341102399999954,127.3087775999999
학하지구 공영(11),공영,대전광역시 유성구 학하동 721-12,39,36.33963730000009,127.30782069999935
학하지구 공영(12),공영,대전광역시 유성구 계산동 717-3,20,36.34269910000002,127.2987102
학하지구 공영(13),공영,대전광역시 유성구 복용동 585-1,22,36.34330469999994,127.31184909999924
홍도동 동산어린이공원 주변,공영,대전광역시 동구 홍도동 111-1,37,36.34731727,127.4209012
홍도동 시영(아) 1동 옆,공영,대전광역시 동구 홍도동 135-1,15,36.34571712,127.4209599
홍도동 시영(아) 3동 담길,공영,대전광역시 동구 홍도동 135-2,10,36.34582192,127.4212169
홍도동 시영아파트 주변,공영,대전광역시 동구 홍도동 136-45,20,36.34558287,127.4200296
"홍도동 평화로운@, 대호빌라 주변",공영,대전광역시 동구 홍도동 89-46,23,36.34896131,127.4274186
"홍도빌라 주변(흑정골길, 3길, 6길)",공영,대전광역시 동구 홍도동 142-3,27,36.34460781,127.4225826
가양동 노외공영주차장,공영,대전광역시 동구 가양동 435-16,19,36.34565328,127.4434456
대동공영주차장,공영,대전광역시 동구 대동 24-23,11,36.33058727,127.4492814
신도시장 주차장,공영,대전광역시 동구 가양동 39-6,30,36.34917344,127.4464207
신한은행 노외공영주차장(제2주차장),공영,대전광역시 동구 원동 51-12,58,36.32957338,127.4328648
역전시장 공영주차장,공영,대전광역시 동구 원동 406-2,48,36.32953053,127.4334249
용전동노외공영주차장,공영,대전광역시 동구 용전동 145-2,49,36.3484307,127.4333715
세천7 공한지 주차장,공영,대전광역시 동구 세천동 32-9,14,36.34173127,127.4911211
세천8 공한지 주차장,공영,대전광역시 동구 세천동 76-1,9,36.34254059,127.4932452
신상동 안아감마을 공동주차장,공영,대전광역시 동구 신상동 150-1,40,36.35312234,127.5157716
신하동 마을공영주차장,공영,대전광역시 동구 신하동 343-15,15,36.36236129,127.5012231
홍도동 경성3차@~청룡@ 주변,공영,대전광역시 동구 홍도동 13-11,33,36.34650898,127.4295679
가양동체육센터앞주차장,공영,대전광역시 동구 가양동 709-1,18,36.33930476,127.4378744
낭월동 공한지 주차장,공영,대전광역시 동구 낭월동 584,12,36.27864868,127.4679419
"용운동 삼정하이츠, 문충사 주변",공영,대전광역시 동구 용운동 538,41,36.32667241,127.4587269
우송대학교 서 캠퍼스 후문,공영,대전광역시 동구 자양동 147-11,26,36.33700667,127.4466708
원동중동 천변 노상,공영,대전광역시 동구 중동 47-52,62,36.33267309,127.4266419
자양동 쌍용주유소 뒷길,공영,대전광역시 동구 자양동 345,45,36.34106397,127.4500364
자양동 우송대학교 동 캠퍼스 담길,공영,대전광역시 동구 자양동 98-17,30,36.33530979,127.4520705
판암1동 주공(아) 211동 담길,공영,대전광역시 동구 판암동 717,26,36.317635400000206,127.46018409999995
판암IC옆(개심사 가는 방향),공영,대전광역시 동구 판암동 3,25,36.31818137,127.4666987
판암동 복개도로 위(삼성전자 판매장 뒤),공영,대전광역시 동구 판암동 570,12,36.32098682,127.4508292
"삼성동 한국아파트 주변(현암로18번길, 태전로174번 안길)",공영,대전광역시 동구 삼성동 383-4,21,36.34352237,127.4182839
삼정동구정골마을공영주차장,공영,대전광역시 동구 삼정동 70,10,36.32613962,127.4753458
성남동 효촌아파트 담길,공영,대전광역시 동구 성남동 216-25,45,36.34622594,127.4357162
신흥삼거리~제1치수교,공영,대전광역시 동구 신흥동 7,25,36.32268947,127.4440077
용운동 도리어린이공원 주변,공영,대전광역시 동구 용운동 284-1,19,36.32945337,127.4613736
용운동 모리아파트 담길,공영,대전광역시 동구 용운동 319-3,9,36.32303629,127.461761
대동복개도로(대동시장길),공영,대전광역시 동구 대동 156,26,36.32871773,127.4419215
삼성동 삼성철교,공영,대전광역시 동구 삼성동 473,25,36.34360991,127.4230321
가양2동 39-9～49-23번지선,공영,대전광역시 동구 가양동 39-9,76,36.3487402,127.4464829
가양2동 대주파크빌(아) 뒷길,공영,대전광역시 동구 가양동 650-9,249,36.34369048,127.4474463
가양동 가양천 복개길,공영,대전광역시 동구 가양동 705,97,36.34042382,127.4411662
가양동 가양천 복개길,공영,대전광역시 동구 가양동 436-10,89,36.34405384,127.4424328
"계족로 409, 417, 423번길",공영,대전광역시 동구 홍도동 4-3,15,36.34957916,127.4316525
녹색주차마을(용운동),공영,대전광역시 동구 용운동 390-6,30,36.32477514,127.4642553
녹색주차마을(자양동),공영,대전광역시 동구 자양동 210-11,43,36.34333403,127.4515285
대동 보현문화회관 뒷길,공영,대전광역시 동구 대동 207-13,25,36.33160105,127.441407
대동복개도로(대동시장길),공영,대전광역시 동구 대동 114-1,10,36.32768915,127.4433939
대전천우안8길(북부교~현암교),공영,대전광역시 동구 삼성동 312-6,74,36.33770537,127.4244605
삼성동 건강보험관리공단 주변,공영,대전광역시 동구 삼성동 332-3,33,36.34018796,127.4198058
"삼성동 검배2길, 4길, 5길",공영,대전광역시 동구 삼성동 309-1,22,36.33933262,127.4254223
삼성동 동구보건소 담길,공영,대전광역시 동구 삼성동 374-1,25,36.34298597,127.4204612
삼성동 동산교회 앞길(오정철로길),공영,대전광역시 동구 삼성동 379-1,50,36.34447053,127.4200639
삼성동 삼성물류센터 주변,공영,대전광역시 동구 삼성동 395-9,31,36.34246615,127.4159097
신안동 한국철도시설공단 뒷길,공영,대전광역시 동구 신안동 263-6,82,36.32998157,127.4370379
신흥동 복합상가건물 뒤,공영,대전광역시 동구 신흥동 11-3,8,36.32186358,127.4451471
심영목재상사 앞,공영,대전광역시 동구 삼성동 296-1,17,36.33942403,127.4295259
용운동 주공저층아파트 담길,공영,대전광역시 동구 용운동 282-10,45,36.32833412,127.4617505
자양동 동아아파트 담길,공영,대전광역시 동구 자양동 200-11,37,36.3415008,127.4508956
판암1동 주공(아) 207-208동 담길,공영,대전광역시 동구 판암동 202,22,36.31717451,127.4624685
판암1동 주공(아) 209동 담길,공영,대전광역시 동구 판암동 202,13,36.31717451,127.4624685
판암2동 판암면옥 옆길,공영,대전광역시 동구 판암동 498-21,14,36.31886407,127.4520092
판암동 신영유통 앞,공영,대전광역시 동구 판암동 174-2,4,36.31731135,127.4666341
합내길(구 가양1동사무소 앞),공영,대전광역시 동구 가양동 446-34,78,36.34756523,127.4401233
"현암1,8,10,11길(삼성동 343번지 주변)",공영,대전광역시 동구 삼성동 342-4,26,36.34119665,127.4150092
덕명지구 공영(2),공영,대전광역시 유성구 구암동 657,19,36.36048040000005,127.30787609999943
덕명지구 공영(3),공영,대전광역시 유성구 구암동 677,17,36.358610600000006,127.3090548999999
덕명지구 공영(4),공영,대전광역시 유성구 덕명동 544,29,36.35677309999983,127.3100653999995
덕명지구 공영(5),공영,대전광역시 유성구 덕명동 545,53,36.356027000000076,127.30999139999967
덕명지구 공영(6),공영,대전광역시 유성구 덕명동 530,21,36.35783479999997,127.30652650000012
장대동 공영,공영,대전광역시 유성구 장대동 263-2,144,36.360096199999916,127.33143640000002
궁동공영,공영,대전광역시 유성구 궁동 428-2,194,36.36096089999972,127.35151089999974
전민동주민센터공영,공영,대전광역시 유성구 전민동 300-4,60,36.39983140000007,127.39863629999948
전민동 제1공영,공영,대전광역시 유성구 전민동 332-4,38,36.398584599999715,127.40314889999989
전민동 제2공영,공영,대전광역시 유성구 전민동 346-3,28,36.398692999999994,127.40086159999981
교촌동공영,공영,대전광역시 유성구 교촌동 636-1,23,36.30263459999997,127.31455709999953
원내동 중앙장로교회 앞,공영,대전광역시 유성구 원내동 92-3~10,8,36.300975700000045,127.31854879999955
죽동장애인복지관~북대전세무서,공영,대전광역시 유성구 죽동 600~죽동 597-1,39,36.381373499999626,127.32289499999969
수통골 공영주차장 입구 주변,공영,대전광역시 유성구 계산동 352-8,8,36.345602000000035,127.29101619999966
관평동1공영,공영,대전광역시 유성구 관평동 1175,48,36.42318719999961,127.39341729999992
관평동2공영,공영,대전광역시 유성구 관평동 734,50,36.428956799999604,127.39232669999957
